설치장소,주소,급속충전기(대),지원차종
평택센트럴자이3단지,경기도 평택시 동삭동 852,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
평택지사,경기도 평택시 중앙로 219,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
한빛아파트,경기도 평택시 비전동 평남로 737,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
현덕면 행정복지센터,경기도 평택시 현덕면 인광리 402-12,1,"SM3 Z.E,테슬라"
홈플러스 평택안중점,경기도 평택시 안중읍 현화리 637-19,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
화현마을 우림필유,경기도 평택시 안중읍 현화리 822-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
이마트 포천점,경기도 포천시 호국로 915,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
일동농협하나로마트,경기도 포천시 일동면 화동로 1092,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
포천일신 아파트,경기도 포천시 신읍동 301-5,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
포천종합체육관,경기도 포천시 호국로 1518,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
포천지사,경기도 포천시 원모루로 12,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
홈플러스 포천송우점,경기도 포천시 소흘읍 솔모루로 9,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한국공항공사 포항공항,경상북도 포항시 동해면 일월로 18,1,"SM3 Z.E,테슬라"
구룡포청소년수련원,경상북도 포항시 남구 구룡포읍 명월길 51,2,"SM3 Z.E,테슬라"
국민건강보험공단,경상북도 포항시 남구 희망대로 833,1,"SM3 Z.E,테슬라"
대이동 공영 주차장,-,1,"SM3 Z.E,테슬라"
동해면민복지회관,경상북도 포항시 남구 동해면 일월로123번길 17-45,1,"SM3 Z.E,테슬라"
동해면사무소,경상북도 포항시 남구 포항시 남구 동해면 일월로 66,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
상대로공영주차장,경상북도 포항시 남구 상대로 139,1,"SM3 Z.E,테슬라"
상도코아루센트럴하임,"경상북도 포항시 남구 상도남로 25 (상도동, 포항 상도 코아루 센트럴 하임)",1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
송도초 앞 공영주차장,경상북도 포항시 남구 송도동 378-73,1,"SM3 Z.E,테슬라"
연일에코코아루 아파트,경상북도 포항시 남구 연일읍 동문로54번길 20,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
연일읍사무소,"경상북도 포항시 납구 연일읍 철강로 10 (괴정리, 연일읍사무소, 연일읍보건지소)",1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
오천읍사무소,"경상북도 포항시 남구 오천읍 세계길 5 (문덕리, 오천읍사무소, 오천보건지소)",1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
운제산 산림욕장,경상북도 포항시 남구 대송면 대각리 산105,1,"SM3 Z.E,테슬라"
이동경성골드,"경상북도 포항시 남구 대이로 160 (이동, 경성골드아파트)",0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
이동제4공원 공영주차장,경상북도 포항시 남구 대잠동 462-3,1,"SM3 Z.E,테슬라"
장기면 충효관,경상북도 포항시 남구 신창길 9,1,"SM3 Z.E,테슬라"
정림다채움 아파트,경상북도 포항시 남구 오천읍 문덕로 24번길 33-5,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
포은체육관,경상북도 포항시 남구 냉천로580번길,2,"SM3 Z.E,테슬라"
포항공대국제관,경상북도 포항시 남구 청암로77,2,"SM3 Z.E,테슬라"
포항공대체육관,경상북도 포항시 남구 지곡로 127번길 30,2,"SM3 Z.E,테슬라"
포항남구치매안심센터,경상북도 포항시 남구 오천읍 남원로 43,1,"SM3 Z.E,테슬라"
포항시 평생학습원,경상북도 포항시 남구 대도동 366,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
포항시청,"경상북도 포항시 남구 시청로 1 (대잠동, 포항시청)",1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
포항지사,경상북도 포항시 남구 상도동 592 한국전력공사 포항지사,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
포항지사출장소,경상북도 포항시 남구 구룡포읍 구룡포리 466-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
폴리텍대학,경상북도 포항시 남구 괴동동 1146,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
홈플러스 포항점,"경상북도 포항시 남구 중흥로 77 (상도동, 밸류플러스)",1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
효자종합시장공영주차장,경상북도 포항시 남구 효자동길1번길 8,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경상북도 포항교육지원청,경상북도 포항시 북구 양덕동 894,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
권무정 궁도장,경상북도 포항시 북구 흥해읍 마산리 517,1,"SM3 Z.E,테슬라"
금아드림팰리스,경상북도 포항시 북구 흥해읍 옥성리 176-1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도음산 산림문화수련장,경상북도 포항시 북구 흥해읍 학천리 716,1,"SM3 Z.E,테슬라"
럭키장성 아파트,경상북도 포항시 북구 장성동 1354,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
북포항지사,경상북도 포항시 북구 흥해읍 약성리 121-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
삼도뷰엔빌,경상북도 포항시 북구 흥해읍 학천리 454,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
삼도뷰엔빌스마트,경상북도 포항시 북구 흥해읍 학천리 846,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
신동아베르디2차,경상북도 포항시 북구 우현동 538,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
양덕 한마음 체육관,경상북도 포항시 북구 새천년대로 1460 (양덕동),1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
양덕삼구트리니엔1차,경상북도 포항시 북구 양덕동 1463,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
양덕삼구트리니엔3차,경상북도 포항시 북구 양덕동 786-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
양덕풍림아이원,경상북도 포항시 북구 양덕동 1731,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
양학산KCC스위첸 아파트,경상북도 포항시 북구 용흥동 641,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
오거리 공영주차장,경상북도 포항시 북구 죽도동 15-4,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
용흥현대1차아파트,경상북도 포항시 북구 용흥동 57-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
우방하이츠,경상북도 포항시 북구 두호동 919,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
우현풍림아이원,경상북도 포항시 북구 우현동 27-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
장성동롯데낙천대,경상북도 포항시 북구 장성동 1455-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
장성현진에버빌1단지,경상북도 포항시 북구 장성동 1607,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
장성현진에버빌2단지,경상북도 포항시 북구 장성동 1608,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
창포아이파크1차,경상북도 포항시 북구 두호동 1103-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
청하면행정복지센터,경상북도 포항시 북구 청하면 청하로217번길 22,1,"SM3 Z.E,테슬라"
포항교도소,경상북도 포항시 북구 흥해읍 동해대로 1001,2,"SM3 Z.E,테슬라"
포항문구센터,경상북도 포항시 북구 우현동 0,1,"SM3 Z.E,테슬라"
포항문화원,"경상북도 포항시 북구 새천년대로 909 (우현동, 포항문화원)",1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
포항시 위생교육회관,경상북도 포항시 북구 삼호로203번길 22,1,"SM3 Z.E,테슬라"
포항시산림조합,경상북도 포항시 북구 흥해읍 대련리 66-5,2,"SM3 Z.E,테슬라"
포항지방해양수산청,경상북도 포항시 북구 해동로 376,1,"SM3 Z.E,테슬라"
하나로마트 포항점,경상북도 포항시 북구 양덕동 1473,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한국산업인력공단 경북동부지사,경상북도 포항시 북구 장성동 1370-11,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한양수자인(포항),경상북도 포항시 북구 양덕동 439-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
현진에버빌3단지,경상북도 포항시 북구 장성동 1609,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
환호해맞이그린빌 아파트,경상북도 포항시 북구 환호동 409-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
LH미사강변17,경기도 하남시 망월동 미사강변서로 167,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
덕풍수리골공원 공영주차장,경기도 하남시 덕풍동 336-55,1,"SM3 Z.E,테슬라"
덕풍쌍용아파트,경기도 하남시 역말로 15,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
덕풍어린이공원 공영주차장,"경기도 하남시 덕풍공원로 40-1 (덕풍동, 덕풍동공영주차장)",1,"SM3 Z.E,테슬라"
동서울 전력지사,경기도 하남시 감일동 산 2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동원로얄듀크아파트,경기도 하남시 풍산동 미사강변서로 45,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변 더샵 리버포레,경기도 하남시 선동 미사강변북로 65,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변13단지,경기도 하남시 망월동 아리수로 565,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변더샵센트럴포레아파트,경기도 하남시 풍산동 미사강변대로 55,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변도시16단지,경기도 하남시 망월동 938,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변도시18단지,경기도 하남시 망월동 미사강변서로 127,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변도시26,경기도 하남시 풍산동 미사강변중앙로 100,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
미사강변도시28단지,경기도 하남시 미사강변동로 50,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변도시베라체,경기도 하남시 선동 풍산로 270-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변리슈빌아파트,경기도 하남시 선동 미사강변북로 25,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변브라운스톤아파트,경기도 하남시 풍산동 559,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변센트럴자이,경기도 하남시 풍산동 미사강변대로 95,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변센트리버,경기도 하남시 선동 미사강변대로 270,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미사강변한신휴플러스,경기도 하남시 미사강변한강로 170,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
백조현대아파트,경기도 하남시 신장동 대청로 62,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
엠코타운 센트로엘아파트,경기도 하남시 학암동 위례광장로 265,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
위례롯데캐슬,경기도 하남시 학암동 위례중앙로 215,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하남 미사강변9단지아파트,경기도 하남시 선동 미사강변한강로 110,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하남두산위브파크,경기도 하남시 신장동 하남대로 747,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
하남라인아파트,경기도 하남시 덕풍동 하남대로 895,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하남미사19단지,경기도 하남시 망월동 미사강변대로 135,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하남신장현대홈타운,경기도 하남시 신장동 신장로76번길 50-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하남은행아파트,경기도 하남시 창우동 대청로116번길 30,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하남제일풍경채1단지,경기도 하남시 덕풍북로71번길 30-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하남제일풍경채2단지,경기도 하남시 덕풍북로71번길 30,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하남지사,경기도 하남시 검단산로 233,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
힐즈파크푸르지오2단지,경기도 하남시 풍산동 626,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
고포수변공원 캠핑장,경상남도 하동군 금성면 고포리 543-141,1,"SM3 Z.E,테슬라"
북천보건지소,-,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
최참판댁 소형 주차장,경상남도 하동군 악양면 평사리 378-9,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하동 복합교통타운 주차장 전기차충전소,경상남도 하동군 하동읍 비파리 250,2,"SM3 Z.E,테슬라"
하동군 농업기술센터 충전소,경상남도 하동군 적량면 동산리 1694,1,"SM3 Z.E,테슬라"
하동군 다목적캠핑장 충전소,경상남도 하동군 옥종면 두양리 28-11,1,"SM3 Z.E,테슬라"
하동군 수도사업과 주차장,경상남도 하동군 하동읍 신기리 3-10,1,"SM3 Z.E,테슬라"
하동대경송림타운,-,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하동레일바이크 주차장,경상남도 하동군 북천면 직전리 1477-2,1,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3"
하동송보파인빌,-,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하동지사,-,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
화개장터 주차장,경상남도 하동군 화개면 탑리 734-5,1,"SM3 Z.E,테슬라"
공단복지회관,경상남도 함안군 법수면 윤외리 1475-11,1,"SM3 Z.E,테슬라"
광려천메트로자이 아파트,경상남도 함안군 칠원읍 오곡리 1-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
광려천벽산블루밍 아파트,경상남도 함안군 칠원읍 오곡리 87,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
광려천벽산블루밍2차아파트,경상남도 함안군 칠원읍 오곡리 113,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
법수문화마을회관,경상남도 함안군 법수면 우거리 1003-3,1,"SM3 Z.E,테슬라"
산인공단회관,경상남도 함안군 산인면 신산리 578,1,"SM3 Z.E,테슬라"
서정에이스아파트,경상남도 함안군 법수면 윤외리 168,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
칠북면 보건지소,경상남도 함안군 칠북면 검단리 379-3,1,"SM3 Z.E,테슬라"
칠북면사무소,경상남도 함안군 칠북면 검단리 1289-2,1,"SM3 Z.E,테슬라"
파수공단복지회관,경상남도 함안군 함안면 파수리 465-9,1,"SM3 Z.E,테슬라"
