설치장소,주소,급속충전기(대),지원차종
큰마을 아파트,대전광역시 서구 갈마동 1418,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
파랑새 아파트,대전광역시 서구 둔산동 957,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
풍암호수공원 공영주차장,광주광역시 서구 풍암동 857-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한민시장 공영주차장,대전광역시 서구 괴정동 88-1,1,"SM3 Z.E,테슬라"
한신아파트,"대전광역시 서구 계룡로536번길 9 (괴정동, 한신아파트)",1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한아름아파트,대전광역시 서구 월평동 222,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한화꿈에그린아파트,인천광역시 서구 경서동 856-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
홈플러스 내당점,대구광역시 서구 달구벌대로 1821,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
화정 모아맨션,광주광역시 서구 화정동 896-1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
화정3동주민센터 공영주차장,광주광역시 서구 화정동 818-8,1,"SM3 Z.E,테슬라"
효성해링턴플레이스아파트,대전광역시 서구 관저동 1595,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가시리 조랑말체험공원,제주특별자치도 서귀포시 녹산로 381-15,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
강정상록 아파트,제주특별자치도 서귀포시 강정동 신서로 55,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
강정생명평화교회,제주특별자치도 서귀포시 선반로65번길 61,2,"SM3 Z.E,테슬라"
강창학경기장,제주특별자치도 서귀포시 중산간서로 95,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
건강과 성박물관,제주특별자치도 서귀포시 안덕면 감산리 1404,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
김영갑갤러리,제주특별자치도 서귀포시 성산읍 삼달리 437-5,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
난산리 다목적회관,제주특별자치도 서귀포시 성산읍 난산리 1108,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
남원 의례회관 주차장,제주특별자치도 서귀포시 남원리 381,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
남원공영주차장,제주특별자치도 서귀포시 남원읍 남원리 83-2,1,"SM3 Z.E,테슬라"
남원생활체육관,제주특별자치도 서귀포시 남원읍 태위로 551-28,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
농업기술원,제주특별자치도 서귀포시 강정동 3458,2,"SM3 Z.E,테슬라"
대림 e편한세상,제주특별자치도 서귀포시 동홍동 동홍중앙로 61,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
대정읍사무소,제주특별자치도 서귀포시 대정읍 하모리 1413,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
대천동주민센터,제주특별자치도 서귀포시 도순로 44,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동광리버스차고지,제주특별자치도 서귀포시 안덕면 동광리 826-2,2,"SM3 Z.E,테슬라"
동부소방서,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동홍인터불고코아루 아파트,제주특별자치도 서귀포시 동홍동 일주동로 8565,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마라도 가는 여객선,제주특별자치도 서귀포시 대정읍 상모리 132,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
물영아리주차장,제주특별자치도 서귀포시 남원읍 수망리 산 182-7,2,"SM3 Z.E,테슬라"
방주교회,제주특별자치도 서귀포시 안덕면 상천리 427,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
번개과학체험관,제주특별자치도 서귀포시 토평동 1799,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
삼아 아파트,제주특별자치도 서귀포시 동홍동 태평로 536,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
삼정지에듀,제주특별자치도 서귀포시 대정읍 보성리 2424,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서귀포개인택시조합,제주특별자치도 서귀포시 토평동 1379,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서귀포남원LH 아파트,제주특별자치도 서귀포시 남원읍 남원체육관로 342,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서귀포대정LH 아파트,제주특별자치도 서귀포시 대정읍 하모중앙로 6,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서귀포동홍3LH 아파트,제주특별자치도 서귀포시 동홍동 353-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서귀포시교육지원청,제주특별자치도 서귀포시 토평동 1442-1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서귀포의료원,제주특별자치도 서귀포시 동홍동 1530-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서귀포지사,제주특별자치도 서귀포시 신중로 56,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서귀포해양경찰서,제주특별자치도 서귀포시 서호남로 11,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서귀포향토오일장,제주특별자치도 서귀포시 동홍동 779-1,2,"SM3 Z.E,테슬라"
서귀포혁신LH1단지,제주특별자치도 서귀포시 서호동 서호남로 92-15,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서귀포혁신LH2단지,제주특별자치도 서귀포시 서호동 서호남로 92-16,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서커스월드공연장,제주특별자치도 서귀포시 안덕면 동광리 886,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
성산하수처리장,제주특별자치도 서귀포시 성산읍 오조리 57-35,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
수산1리 복지회관,제주특별자치도 서귀포시 성산읍 수산리 703-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
아우룸숲,제주특별자치도 서귀포시 서홍동 홍중로 105,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
안덕계곡 주차장,제주특별자치도 서귀포시 감산리 345,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
안덕면종합복지회관,"제주특별자치도 서귀포시 안덕면 화순로 121-6 (화순리, 안덕면 종합복지회관)",1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
안덕생활체육관,제주특별자치도 서귀포시 화순서서로 59,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
영실매표소,제주특별자치도 서귀포시 영실로 246,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
영어교육도시119센터,제주특별자치도 서귀포시 대정읍 에듀시티로 238,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
예래동주민센터,제주특별자치도 서귀포시 예래로 82,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
오페라하우스,제주특별자치도 서귀포시 서홍동 서홍로178번길 45,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
용머리해안,제주특별자치도 서귀포시 안덕면 사계남로216번길 28,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
정방폭포,제주특별자치도 서귀포시 동홍동278,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
제주국제평화센터,제주특별자치도 서귀포시 중문관광로 227-24,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
제주권역재활센터,제주특별자치도 서귀포시 서귀동 284-1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
제주서귀포동홍6단지LH 아파트,제주특별자치도 서귀포시 동홍동 중앙로 198-9,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
중문메리디안,제주특별자치도 서귀포시 중문동 1100로 36,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
지산오차드힐아파트,제주특별자치도 서귀포시 서홍동 1597-1,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
천지공영주차장,제주특별자치도 서귀포시 서귀동 305-1,2,"SM3 Z.E,테슬라"
청소년 문화의 집,제주특별자치도 서귀포시 화순로 56번길 20,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
토이파크,제주특별자치도 서귀포시 안덕면 동광리 383,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
표선 해양경비단,제주특별자치도 서귀포시 표선면 하천리 1493-4,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
표선공영주차장,제주특별자치도 서귀포시 표선면 표선리 701,3,"SM3 Z.E,테슬라"
흥도빌라트,제주특별자치도 서귀포시 대정읍 최남단해안로109번길 70,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
DMC래미안e편한세상,서울특별시 서대문구 북가좌동 481,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
DMC센트럴아이파크아파트,서울특별시 서대문구 남가좌동 388,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
DMC아이파크 아파트,서울특별시 서대문구 북가좌동 거북골로14길 32,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
남가좌삼성 아파트,서울특별시 서대문구 남가좌동 377,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
돈의문센트레빌 아파트,서울특별시 서대문구 냉천동 261,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
무악청구2차 아파트,서울특별시 서대문구 홍제동 통일로 344,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서부수도사업소,서울특별시 서대문구 홍제동 38-69,3,"SM3 Z.E,테슬라"
연세대학교,서울특별시 서대문구 신촌동 134,3,"SM3 Z.E,테슬라"
연세세브란스 에비슨의생명 연구센터,서울특별시 서대문구 신촌동 134,2,"SM3 Z.E,테슬라"
연희대우 아파트,서울특별시 서대문구 연희동 739,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
연희동성원아파트,"서울특별시 서대문구 연희로32길 48 (연희동, 연희동성원아파트)",1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
인왕산한신휴플러스,서울특별시 서대문구 홍제동 통일로 397,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
홍은1동 제4공영주차장,서울특별시 서대문구 홍은중앙로 125,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동아더프라임아파트,충청남도 서산시 동문동 600,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
산호옥마을아파트,충청남도 서산시 인지면 둔당리 307,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서산 석림동 한성필하우스아파트,충청남도 서산시 석림동 590-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서산롯데캐슬 아파트,충청남도 서산시 읍내동 738-6,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서산예천푸르지오아파트,충청남도 서산시 예천동 호수공원11로 11,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서산읍내현대아파트,충청남도 서산시 읍내동 호수공원6로 19,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서산지사,충청남도 서산시 한마음16로 63,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서산한라비발디아파트,충청남도 서산시 동문동 1259,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
중앙하이츠빌 아파트,충청남도 서산시 석림동 416-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
농어촌공사 서천지사,충청남도 서천군 서천읍 사곡리 62-1,2,"SM3 Z.E,테슬라"
동백꽃 관광지,충청남도 서천군 서면 마량리 339-6,1,"SM3 Z.E,테슬라"
서천 어메니티복지마을,충청남도 서천군 종천면 종천리 34,1,"SM3 Z.E,테슬라"
서천 치유의숲,충청남도 서천군 종천면 종천리 13-4,1,"SM3 Z.E,테슬라"
서천국민체육센터,충청남도 서천군 마서면 남전리 762,2,"SM3 Z.E,테슬라"
서천군청 주차장,충청남도 서천군 서천읍 군사리 356-10,1,"SM3 Z.E,테슬라"
서천지사,충청남도 서천군 장항읍 창선2리 236-1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서천지사(공용),충청남도 서천군 장항읍 창선2리 236-1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서천특화시장,충청남도 서천군 서천읍 군사리 686-4,2,"SM3 Z.E,테슬라"
춘장대 해수욕장,충청남도 서천군 서면 도둔리 1-3,2,"SM3 Z.E,테슬라"
홍원항,충청남도 서천군 서면 도둔리 1222-59,1,"SM3 Z.E,테슬라"
LH서초4단지 아파트,서울특별시 서초구 우면동 788,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
LH서초5단지,서울특별시 서초구 우면동 368-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
강남전력지사,서울특별시 서초구 서초동 1355,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
구룡공원 공영주차장,서울특별시 서초구 양재동 399,1,"SM3 Z.E,테슬라"
국립 중앙도서관,서울특별시 서초구 반포동 산 94-1,2,"SM3 Z.E,테슬라"
남서울농협 하나로마트 우면점,서울특별시 서초구 우면동 763,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
대한무역투자진흥공사,서울특별시 서초구 염곡동 300-9,2,"SM3 Z.E,테슬라"
동산마을 공영주차장,서울특별시 서초구 양재동 370-5,1,"SM3 Z.E,테슬라"
래미안서초7차 아파트,서울특별시 서초구 서초동 1642-34,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
래미안서초스위트 아파트,서울특별시 서초구 서초동 1301-6,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
롯데캐슬헤론,서울특별시 서초구 방배동 754-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
리첸시아방배,서울특별시 서초구 방배동 755-14,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
반포동방음언덕형 공영주차장,서울특별시 서초구 반포동 730-2,1,"SM3 Z.E,테슬라"
반포리체 아파트,서울특별시 서초구 반포동 30-26,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
반포미도아파트,서울특별시 서초구 반포동 60-4,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
방배1차 e편한세상,서울특별시 서초구 방배동 884-2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
방배3차e편한세상,서울특별시 서초구 방배동 797-30,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
방배동부센트레빌 아파트,서울특별시 서초구 방배동 3275,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
방배롯데캐슬아르떼,서울특별시 서초구 방배동 424-28,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
방배롯데캐슬포레스트,서울특별시 서초구 방배동 844-1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
방배복개도로 제2지역 공영주차장,서울특별시 서초구 방배동 495-3,1,"SM3 Z.E,테슬라"
방배아이파크 아파트,서울특별시 서초구 방배동 3277,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
삼창골든빌리지 입주자대표회의,서울특별시 서초구 반포동 동광로32길 7,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울시립어린이병원,서울특별시 서초구 내곡동 6-7,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초2차e편한세상아파트,서울특별시 서초구 서초동 1529,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초경남아너스빌201동,서울특별시 서초구 서초동 1456-2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초네이처힐1단지,서울특별시 서초구 우면동 707,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초네이처힐6단지,서울특별시 서초구 우면동 737,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초네이처힐7단지,서울특별시 서초구 우면동 735,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초더샵포레,서울특별시 서초구 내곡동 77,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초동일하이빌,서울특별시 서초구 서초동 1542-1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초롯데캐슬84,서울특별시 서초구 서초동 1642-14,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초롯데캐슬프레지던트,서울특별시 서초구 서초동 1681-8,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초리젠 아파트,서울특별시 서초구 서초동 1444-19,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초아크빌,서울특별시 서초구 서초동 1568-1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초지사,서울특별시 서초구 효령로 72길 60,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초포레스타5단지,서울특별시 서초구 신원동 374,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초호반써밋아파트,서울특별시 서초구 우면동 753,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서초힐스 아파트,서울특별시 서초구 우면동 773,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
신세계 강남점,서울특별시 서초구 반포동 19-3,2,"SM3 Z.E,테슬라"
아크로리버파크,서울특별시 서초구 반포동 2-12,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
양재하이브랜드,서울특별시 서초구 양재동 215,4,"SM3 Z.E,테슬라"
예술의 전당,서울특별시 서초구 서초동 산 130-19,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
월드메르디앙 아파트,서울특별시 서초구 서초동 1549-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
잠원동방음언덕형 공영주차장,서울특별시 서초구 잠원동 10-33,1,"SM3 Z.E,테슬라"
태남빌딩 주차장,서울특별시 서초구 잠원로3길 40,1,"SM3 Z.E,테슬라"
한국연구재단,서울특별시 서초구 염곡동 304-3,2,"SM3 Z.E,테슬라"
현대ESA아파트,서울특별시 서초구 서초동 1338,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
현대멤피스(A),서울특별시 서초구 방배동 774-19,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
현대멤피스(B),서울특별시 서초구 방배동 772-13,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
LH경기지사,경기도 성남시 분당구 구미동 175,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
목련마을 한일아파트,경기도 성남시 분당구 야탑동 판교로 645,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
백현마을2단지아파트,경기도 성남시 분당구 백현동 동판교로 122,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
백현마을6단지,경기도 성남시 분당구 백현동 판교역로 100,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
백현마을7단지,경기도 성남시 분당구 백현동 556,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
산운마을대광로제비앙아파트,경기도 성남시 분당구 운중동 949,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
성남아트센터,"경기도 성남시 분당구 성남대로 808 (야탑동, 성남아트센터)",2,"SM3 Z.E,테슬라"
월든힐스3단지,경기도 성남시 분당구 운중동 873,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
탑대우아파트,경기도 성남시 분당구 판교로 421,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
탑마을 경남아너스빌,-,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
판교 알파리움2단지,경기도 성남시 분당구 백현동 판교역로 145,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
판교알파리움1단지,경기도 성남시 분당구 백현동 531,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
판교역 환승주차장,경기도 성남시 분당구 판교동 19-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
판교원마을12단지,경기도 성남시 분당구 판교동 서판교로 165,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
판교원한림풀에버,경기도 성남시 분당구 판교동 서판교로 29,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
판교푸르지오월드마크,경기도 성남시 분당구 삼평동 대왕판교로606번길 58,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
판교호반써밋플레이스,경기도 성남시 분당구 삼평동 동판교로 177번길 25,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
