충전소ID,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처
3021,센트라스 3획지,서울특별시 성동구 상왕십리동 302-2,B5층,37.565621,127.025114,24시간,1899-2100
3241,한라비발디아파트,대전광역시 유성구 상대동 462,지하주차장,36.344347,127.334594,24시간,1899-2100
3102,근흥면사무소,충청남도 태안군 근흥면 용신리 453-2,면사무소 옥외주차장,36.713501,126.228399,24시간,1899-2100
3236,미사강변도시26,경기도 하남시 풍산동 미사강변중앙로 100,지하1층 주차장,37.556062,127.193713,24시간,1899-2100
3240,스타돔아파트,대전광역시 유성구 노은동 553-8,지하주차장,36.365934,127.316906,24시간,1899-2100
1383,서창현대모닝사이드,인천광역시 남동구 서창동 545,중앙주차자 지하1층 305동 앞,37.439081,126.745172,24시간,1899-2100
2967,상계주공16단지아파트,서울특별시 노원구 상계동 624,"지상1층 6동,관리사무소 사이",37.66878332,127.0537252,24시간,1899-2100
2908,송파파인타운1단지아파트,서울 송파구 장지동 833,103동~105동 사이 주차장 지하1층,37.48654247,127.1344168,24시간,1899-2100
3011,안동호반베르디움,경상북도 안동시 옥서1길 70,지하1층주차장(106동 옆),36.561581,128.694055,24시간,1899-2100
2516,불국사주차장,경상북도 경주시 진현동 50-2,지상주차장,35.785666,129.329694,24시간,1899-2100
2996,센트라스 6획지,서울특별시 성동구 하왕십리동 674-1,B4층,37.565357,127.028545,24시간,1899-2100
622,노은꿈에그린1단지 아파트,대전광역시 유성구 지족동 1089,지하 B32번 기둥,36.387416,127.302156,24시간,1899-2100
3046,대교공원 주차장,충청남도 홍성군 홍성읍 대교리 410-2,대교공원 주차장(홍성군청),36.604653,126.664128,24시간,1899-2100
2999,나운세경아파트,전라북도 군산시 나운동 155,205동 앞 B지하 주차장,35.961006,126.701884,24시간,1899-2100
1318,명지캐럿162,경기도 안양시 만안구 안양동 만안로 17,B2-1,37.384895,126.934878,24시간,1899-2100
3172,신월코아루아파트,전라남도 여수시 신월동 신월2길 11,(실외완전노출) 지상 중앙연결통로,34.727165,127.710409,24시간,1899-2100
2420,선우2차 아파트,경상남도 양산시 평산동 117-1,지하주차장,35.38048092,129.1495053,24시간,1899-2100
3142,부용마을3단지,경기도 의정부시 낙양동 오목로 251,지하1층 G6,37.748505,127.099271,24시간,1899-2100
3145,상동 엘드수목토,전라북도 정읍시 상동 65-1,지하,35.55841759,126.8758886,24시간,1899-2100
3064,도램마을17단지,세종특별자치시 도담동 639,지하주차장,36.515766,127.264816,24시간,1899-2100
1716,엄궁쌍용스윗닷홈 아파트,부산광역시 사상구 엄궁동 680-2,106동 지하 2층,35.12503257,128.9766014,24시간,1899-2100
1100,브라운스톤태화1단지 아파트,경상북도 안동시 말구리길 50,지상주차장(입구우측),36.56607,128.706123,24시간,1899-2100
3012,창원토월대동아파트,경상남도 창원시 성산구 상남동 44-1,"106동,상가 사이 지하주차장",35.219562,128.689376,24시간,1899-2100
2735,한림리츠빌,경상남도 김해시 삼문동 64-1,1002동~1003동지하주차장(2층),35.19914088,128.7942871,24시간,1899-2100
3084,국립 중앙 박물관,서울특별시 용산구 용산동6가 11-426,지하주차장 B구역 B23기둥,37.524561,126.977211,24시간,1899-2100
3500,강북성북지사,서울특별시 강북구 미아동 190-1,지하 1층 주차장,37.630923,127.024819,"주중09~23시, 주말10~23시",1899-2100
3501,성남지사,경기도 성남시 수정구 제일로 202,지상주차장 정면,37.444197,127.130708,"주중:8시~19시, 주말:9시~18시",1899-2100
3502,안산지사,경기도 안산시 단원구 원고잔로 25,지사 후문 지상주차장 중심부근,37.32067813,126.8273623,주중/주말 : 24시간,1899-2100
3503,동용인지사,경기도 용인시 처인구 김량장동 87-15,지상 주차장 좌측(후문앞),37.23465711,127.2056972,주중/주말 : 06시~23시,1899-2100
3152,용인수목원우림필유,경기도 용인시 처인구 포곡읍 삼계리 672,"완속01: B2F B21, 완속02,03: B2F 19",37.29448991,127.2380792,24시간,1899-2100
3159,센트럴파크 한신휴플러스,경상북도 김천시 혁신4로 12,"지하주차장(바로 앞, G66)",36.120459,128.182822,24시간,1899-2100
3181,명일한양아파트,서울특별시 강동구 명일동 동남로71길 19,1동과 2동 사이 지상,37.550839,127.155315,24시간,1899-2100
2674,공릉비선아파트,서울특별시 노원구 공릉동 화랑로51길 78,지하2층 506동 전기실 출입구,37.625524,127.087995,24시간,1899-2100
2812,위례 포레샤인 23단지,서울 송파구 장지동 380-1,지하2층 우회전2번 2301동 초록색 기둥 C86,37.47617082,127.1353309,24시간,1899-2100
2974,가재마을2단지아파트,세종특별자치시 종촌동 683,지하주차장,36.502992,127.244781,24시간,1899-2100
2662,신동아파트,울산광역시 북구 신천동 430-1,101동 지하1층주차장,35.63560958,129.3476861,24시간,1899-2100
3200,창원의봄 아파트,경상남도 창원시 의창구 북면 무동로267번길 9,지하1층주차장 D-06기둥,35.315521,128.581053,24시간,1899-2100
3201,주영더팰리스2차,경상남도 통영시 광도면 죽림리 248-4,지하주차장,34.8833747,128.4145455,24시간,1899-2100
3203,마곡엠밸리11단지아파트,서울특별시 강서구 마곡동 공항대로 124,지하1층 전방,37.558829,126.820478,06~23시,1899-2100
3190,열매9단지아파트,대전광역시 유성구 노은동 521,지하주차장,36.371417,127.320742,24시간,1899-2100
1834,육군용인관사,경기도 용인시 처인구 김량장동 525,지하 1층,37.233492,127.193448,24시간,1899-2100
2798,새뜸마을4단지,세종특별자치시 새롬동 373,지하주차장,36.48864,127.247235,24시간,1899-2100
785,"면목두산4,5단지 아파트",서울특별시 중랑구 면목동 사가정로42길 90,지하주차장 1층 입구 오른쪽,37.578257,127.081497,24시간,1899-2100
3504,구리지사,경기도 구리시 안골로 31,1층주차장(정문에서 좌측),37.597396,127.134655,주중/주말 : 06시~23시,1899-2100
2861,성서삼성한국형,대구광역시 달서구 호산로 126,지하주차장(관리사무소-108동 사이),35.851485,128.480022,24시간,1899-2100
3505,원주지사,강원도 원주시 우산동 316-9,지사주차장,37.372274,127.938467,06~23시,1899-2100
3196,천일맨션,대구광역시 동구 신기동 555,놀이터 앞 지상주차장,35.868431,128.703306,24시간,1899-2100
3506,서천지사,충청남도 서천군 장항읍 창선2리 236-1,정문 출입구 지상주차장 좌측,36.013488,126.697541,주중/주말 : 24시간,1899-2100
3507,천안지사,충청남도 천안시 서북구 동서대로 77,후문 출입구 지상주차장 우측,36.82658,127.131419,주중/주말 : 24시간,1899-2100
661,성서 한샘타운 아파트,대구광역시 달서구 이곡동 선원남로 77,지하주차장(106동 옆),35.858587,128.508768,24시간,1899-2100
2065,홈플러스 서수원점,경기도 수원시 권선구 금곡동 1116,지상 4층 62번 기둥,37.274005,126.955813,개장시간,1899-2100
219,지식산업센터(동일테크노타운8차),서울특별시 금천구 범안로 17길 1,지상주차장 정문,37.469394,126.89343,주중/주말 : 06시~23시,1899-2100
3204,코아루햇빛마을아파트,경기 광주시 초월읍 산이리 18-1,지하2층 101동 주차장,37.35952719,127.312971,24시간,1899-2100
3208,무등파크맨션3차,광주광역시 동구 운림동 628,(실내지하)아파트뒷편지하주차장(20),35.1327365,126.9410196,24시간,1899-2100
3212,도램마을13단지,세종특별자치시 도담동 632,지하주차장,36.516789,127.261966,24시간,1899-2100
3215,옥빛16단지입주자,경기도 고양시 덕양구 화정동 백양로 15,제2지하주차장(4-5동사이),37.626756,126.83177,24시간,1899-2100
3219,전주에코시티자이,전라북도 전주시 덕진구 송천동2가 세병로 111,102동 지하 주차장,35.873903,127.134454,24시간,1899-2100
3221,호수임광아파트,서울특별시 송파구 송파동 송파대로48길 29,102동 지상,37.510218,127.107464,24시간,1899-2100
3222,협화문화아파트,대구광역시 동구 검사동 1021,3동 앞 지상주차장,35.887701,128.648807,24시간,1899-2100
3226,장성현진에버빌2단지,경상북도 포항시 북구 장성동 1608,201동 지하주차장,36.067501,129.375888,24시간,1899-2100
2338,효성해링턴플레이스아파트,대전광역시 서구 관저동 1595,지하주차장,36.292977,127.340941,24시간,1899-2100
632,신창동 호반6차아파트,광주광역시 광산구 신창동1048번지 부영APT6차,(실내지하)609동앞 지하주차장,35.188083,126.83305,24시간,1899-2100
1668,각산푸르지오2단지,"대구광역시 동구 경안로 822 (각산동, 각산 푸르지오 2단지)",206동 지하 1층 주차장,35.874344,128.717317,24시간,1899-2100
3164,아산밸리 이지더원6단지,충청남도 아산시 둔포면 석곡리 1793,지하주차장,36.92651247,127.0560399,24시간,1899-2100
3529,인제지사,강원도 인제군 인제읍 남북리 294-1,주차장(급속 미설치),38.06598223,128.1662156,주중/주말 : 06시~23시,1899-2100
3372,영양지사 충전소,경북 영양군 영양읍 서부리 524-1,지상주차장,36.65977456,129.1111355,24시간,
34,고양지사,경기도 고양시 일산동구 장백로 39,1층주차장(입구에서 좌측),37.64138324,126.7877961,주중/주말 : 06시~23시,1899-2100
2787,온양힐스테이트,충청남도 아산시 온천동 1910,101동 지하주차장 기둥번호 28번,36.778446,127.007585,24시간,1899-2100
1057,삼호 아파트,충청북도 청주시 서원구 모충동 모충로104번길 25,지하주차장,36.628144,127.476535,24시간,1899-2100
1471,성화다안채,충청북도 청주시 서원구 성화동 1034,"지하2층주차장(606동1,2,3라인)",36.61235,127.451511,24시간,1899-2100
3121,국립 해양박물관,부산광역시 영도구 동삼동 1156,야외주차장(본관뒷편),35.07877106,129.0797028,24시간,1899-2100
2844,경산하양코아루2차,경상북도 경산시 하양읍 하양로37길 19,201동 지하1층 주차장,35.91985,128.82739,24시간,1899-2100
3062,주안변전소,인천광역시 부평구 십정2동 303-22,주안변전소 순회진단팀 사무실 앞,37.471886,126.698609,미개방,1899-2100
1816,삼성동힐스테이트2단지,서울특별시 강남구 삼성로 111길 8,우측 첫번째 주차장 지하1층 좌측,37.513789,127.051413,24시간,1899-2100
495,첫마을7단지,세종특별자치시 한솔동 978,"지하1층 주차장(712동, T-19BL)",36.473789,127.256165,24시간,1899-2100
3038,이안전주삼천아파트,"전라북도 전주시 완산구 용리로 165 (삼천동1가, 이안전주삼천)",107동 지하 주차장(구역 17),35.799245,127.126146,24시간,1899-2100
2707,양주덕정주공2단지 아파트 212동,경기도 양주시 고암동 121-2,212동 지하주차장 1층 언덕,37.83606118,127.0710345,24시간,1899-2100
2988,현대멤피스(B),서울특별시 서초구 방배동 772-13,B2-105동 39라인,37.49521398,126.9884317,24시간,1899-2100
1421,청라웰카운티17B 아파트,인천광역시 서구 연희동 776-2,지하 1층 B21,37.538892,126.656869,24시간,1899-2100
2775,강릉회산LH천년나무2단지,강원도 강릉시 회산동 604,지상주차장,37.741866,128.877643,24시간,1899-2100
3073,Green Pole(곡상골),부산광역시 사상구 모라동 1345-7,곡상골공원 앞 전주부착형 충전소,35.19166361,128.9908597,24시간,1899-2100
1635,한양수자인(포항),경상북도 포항시 북구 양덕동 439-1,201동 지하주차장 A15 구역,36.091276,129.385061,24시간,1899-2100
860,도램마을9단지,세종특별자치시 도담동 855,지하주차장,36.50984,127.263807,24시간,1899-2100
547,e편한세상광교,경기도 수원시 영통구 이의동 센트럴타운로 76,정문 좌측 지하주차장,37.29111596,127.0523913,24시간,1899-2100
752,망포한양수자인,경기 수원시 영통구 망포동 723,B1F V64,37.2408996,127.0571396,24시간,1899-2100
1521,신성미소지움2단지,충청남도 당진시 송악읍 복운리 1629-2,지상주차장 (203동 앞),36.940078,126.782357,24시간,1899-2100
2262,사리현동문3단지아파트,경기도 고양시 일산동구 사리현동 공릉천로 66,왼쪽 지하주차장 1층,37.6985685,126.8472856,24시간,1899-2100
3071,Green Pole(서면BMW인근),부산광역시 부산진구 전포동 631-15,서면BMW 앞 전주부착형 충전소,35.1607828,129.0639255,24시간,1899-2100
1283,천왕이펜하우스5단지,서울특별시 구로구 천왕동 천왕로 10,지하1층 14번 기둥,37.48072723,126.842163,24시간,1899-2100
1247,탄현동성 아파트,경기도 고양시 일산서구 탄현동 일현로 128,정문출입 후 802동지하주차장,37.69767271,126.7667722,24시간,1899-2100
1006,한남동현대하이페리온,서울특별시 용산구 한남동 서빙고로 413,지하주차장3층11기둥,37.527513,127.005005,24시간,1899-2100
1860,래미안밤섬리베뉴2,서울특별시 마포구 상수동 독막로20나길 21,지하주차장 3층84기둥,37.546535,126.928136,24시간,1899-2100
2284,마포래미안푸르지오 1단지,서울특별시 마포구 아현동 마포대로 195,지하주차장 4층 55번기둥,37.555274,126.95395,24시간,1899-2100
806,창동한신 아파트,서울특별시 도봉구 창동 덕릉로60바길 21,구내주차장,37.638969,127.041149,24시간,1899-2100
1355,도봉서원 아파트,서울특별시 도봉구 마들로 684-20,"110,112동 사이 B1 왼쪽",37.672821,127.048135,24시간,1899-2100
1230,가람마을11단지,경기도 파주시 와동동 가온로 256,구내주차장 지하2층 C50,37.72551956,126.7541621,24시간,1899-2100
3049,금촌후곡마을4단지,경기도 파주시 금촌동 992,지하1층 주차장 5 주차구역,37.7530602,126.7701706,24시간,1899-2100
2895,빛가람LH4단지아파트,"전라남도 나주시 그린로 276 (빛가람동, 빛가람엘에이치4단지아파트)",지하 주차장(A24),35.01109784,126.7965509,24시간,1899-2100
1362,은평뉴타운우물골6단지,서울특별시 은평구 진관동 진관2로 57-7,지하2층 전기실,37.63524,126.924976,24시간(입주민전용),1899-2100
1529,대우꿈나무 아파트,대전광역시 서구 둔산동 908-1,관리사무소 정면지하주차장,36.360285,127.391733,24시간,1899-2100
2155,여문공영주차장,전라남도 여수시 여서동 237,(실외완전노출) 주차장 옥상층,34.751719,127.703117,24시간,1899-2100
1024,송도더샵그린워크1차,인천광역시 연수구 송도동 18-6,지하 1603동 앞,37.399197,126.640931,24시간,1899-2100
393,한국공항공사 서울,서울특별시 강서구 방화동 886,국제선 1층 버스정류장 도로변 끝,37.564959,126.794854,주중/주말 : 24시간,1899-2100
2288,브라운스톤돈암아파트,서울특별시 성북구 돈암동 636,"108동 지하2층 1,2호라인 바15",37.597049,127.018558,24시간,1899-2100
3117,삼호동 제1공영주차장,경상남도 양산시 삼호동 471,주차장내,35.41711484,129.1750589,24시간,1899-2100
660,성서 한빛마을 아파트,대구광역시 달서구 이곡동 선원남로 99,"지하주차장(303동 앞, E7번)",35.857853,128.511895,24시간,1899-2100
3350,서창센트럴푸르지오,인천광역시 남동구 서창동 682,지하1층 기둥번호 39번,37.429745,126.748829,24시간,1899-2100
467,경남아너스빌 아파트,경상북도 구미시 고아읍 들성로7길 21,"지상주차장(106동 남측, 정문에서 좌측)",36.162473,128.342913,24시간,1899-2100
652,상모화성파크1단지 아파트,경상북도 구미시 상모동 상모로10길 40,"지하1층주차장(101-102, 102-103동 사이, 각각 있음)",36.086442,128.356667,24시간,1899-2100
2406,서신대우대창아파트,"전라북도 전주시 완산구 새터로 100 (서신동, 대우대창아파트)",103동 지하주차장,35.834536,127.117905,24시간,1899-2100
1365,공덕파크자이2단지,서울특별시 마포구 공덕동 백범로 152,지하주차장 1층입구,37.545397,126.946673,24시간,1899-2100
1125,울산신천엠코타운,울산광역시 북구 신천동 786,주차장,35.64549742,129.3465647,24시간,1899-2100
3317,신둔코아루아파트,경기도 이천시 신둔면 원적로290번길 60,지하1층 주차장,37.314548,127.424468,24시간,1899-2100
3323,역삼2차아이파크아파트,서울특별시 강남구 역삼동 도곡로57길 12,지하2층 103동 42기둥,37.496746,127.051602,24시간,1899-2100
2572,청원보건소,충청북도 청주시 청원구 오창읍 과학산업3로 238,지하1층주차장,36.710355,127.430964,평일 09시~18시,1899-2100
2027,서종면사무소,경기도 양평군 서종면 문호리 766-1,면사무소 뒷편 주차장,37.60684,127.348504,24시간,1899-2100
2034,이마트 포천점,경기도 포천시 호국로 915,지상주차장2층,37.84772187,127.1603499,24시간,1899-2100
2056,홈플러스 영통점,경기도 수원시 영통구 봉영로 1576,B1F 45,37.25194,127.073296,24시간,1899-2100
3336,가화현대아파트,충청북도 옥천군 옥천읍 가화3길 18,아파트지상주차장,36.304012,127.562035,24시간,1899-2100
108,송파구청,서울특별시 송파구 신천동 29-5 송파구청 앞,지상 1층 주차장 직진 후 우측,37.514474,127.105464,주중/주말 : 24시간,1899-2100
2189,대백프라자,대구광역시 중구 명덕로 333,야외주차장,35.857174,128.60627,영업시간 내,1899-2100
437,예래동주민센터,제주특별자치도 서귀포시 예래로 82,주차장 입구 왼쪽,33.254524,126.397962,주중/주말 : 24시간,1899-2100
1573,코오롱하늘채 아파트,"전라북도 전주시 완산구 화산천변로 55 (중화산동2가, 코오롱하늘채아파트)",103동 지하주차장 내려와서 바로 좌.우,35.823155,127.115331,24시간,1899-2100
513,개신삼익2차 아파트,충청북도 청주시 서원구 창직로12번길 65,지하1층(D라인),36.628059,127.464136,24시간,1899-2100
3079,한일병원,서울특별시 도봉구 쌍문동 388-1,주차건물 옆,37.645987,127.027378,24시간,1899-2100
653,옥계중흥S클래스 아파트,경상북도 구미시 옥계동 해마루공원로 80,지하2층주차장(110동 옆),36.139722,128.430505,24시간,1899-2100
2633,진로이스트타운,대구광역시 동구 효목동 55,112동 지상주차장,35.884403,128.636937,24시간,1899-2100
2898,수성아이파크,"대구광역시 수성구 파동로22길 15 (파동, 수성 아이파크)",102동 지하주차장 2층,35.813272,128.619417,24시간,1899-2100
377,대리천 공영주차장,부산광역시 북구 덕천동 471,주차장 진입전 우측 주차면,35.21031985,129.0030257,24시간,1899-2100
1587,나주대호2차호반리젠시빌,"전라남도 나주시 대호길 45-17 (대호동, 호반리젠시빌)",지하 주차장,35.040708,126.716783,24시간,1899-2100
1906,욱일 아파트,세종특별자치시 조치원읍 침산리 89,지하 주차장,36.602809,127.293256,24시간,1899-2100
3069,국민대학교,서울특별시 성북구 정릉동 861-1,7호관 주차장,37.610015,126.996915,24시간,1899-2100
2153,동백공영주차장,전라남도 여수시 수정동 280,(실외완전노출) 주차장 옥상층,34.74195475,127.7514871,24시간,1899-2100
1579,대주 아파트,광주광역시 북구 운암동 110-11,(실내지하)주차장101동,35.174113,126.889729,24시간,1899-2100
512,가경한라비발디 아파트,충청북도 청주시 흥덕구 가경동 서현서로 40,"지하2층(301동 입구, B2/04)",36.621191,127.426612,24시간,1899-2100
628,수송아이파크 아파트,전라북도 군산시 수송동 829-2,106동 앞 지상 주차장,35.968184,126.717385,24시간,1899-2100
1597,복현푸르지오,대구광역시 북구 복현동 동북로 345,110동 지하 1층 주차장,35.89151,128.628705,24시간,1899-2100
2068,이마트 동백점,경기도 용인시 기흥구 동백죽전대로 444,B4 09,37.278743,127.152848,개장시간,1899-2100
2120,남제천 하나로마트,충청북도 제천시 수산면 수산리 694-7,하나로마트 입구 지상주차장 내,36.934908,128.178305,24시간,1899-2100
2756,남양 아파트,전라남도 여수시 선원동 1256,(실외완전노출) 204동 앞 주차장,34.77108218,127.6498685,24시간,1899-2100
2176,홈플러스 경주점,경상북도 경주시 용강동 800-11,지상주차장,35.872849,129.225126,24시간,1899-2100
1069,불당마을동일하이빌 아파트,충청남도 천안시 서북구 불당동 시청로 73,307동 지하주차장,36.807641,127.113233,24시간,1899-2100
472,상인화성파크드림1단지,대구광역시 달서구 상인동 송현로7길 10,지하2층주차장(1101동 앞),35.822093,128.547369,24시간,1899-2100
2845,서산 석림동 한성필하우스아파트,충청남도 서산시 석림동 590-1,103동 지상 주차장,36.774932,126.46813,24시간,1899-2100
2724,돈암더샵아파트,서울특별시 성북구 돈암동 603,지하1층 101동 출입구 앞,37.597877,127.010327,24시간,1899-2100
3094,온양6동주민센터,충청남도 아산시 장존동 29-16,지상 주차장(건물뒤),36.754773,127.019686,24시간,1899-2100
1224,금오2차신도브래뉴업 아파트,경기도 의정부시 금오동 동일로 660,208동 C08 지하주차장 1층,37.7473759,127.0541636,24시간,1899-2100
1002,돈의문센트레빌 아파트,서울특별시 서대문구 냉천동 261,지하주차장,37.566245,126.962026,24시간(입주민전용),1899-2100
987,방학4단지신동아,서울특별시 도봉구 방학동 방학로 200,"115동 지하1층 B-13,14 사이",37.662668,127.029171,24시간,1899-2100
2687,별내리슈빌아파트,경기도 남양주시 별내동 별내5로 119,지하3층 46번기둥,37.65804676,127.1211078,24시간,1899-2100
2075,대야 제3공영주차장,경기도 시흥시 대야동 528-3,제3공영주차장내,37.4428,126.789217,24시간,1899-2100
1329,동탄2모아미래도아파트입주자대표회의,경기도 화성시 청계동 546,B2F Y57,37.20294567,127.115292,24시간,1899-2100
2757,용산동서우방타운,대구광역시 달서구 용산동 장산로 20,지하주차장(201-202동 사이),35.854658,128.527912,24시간,1899-2100
2655,양산2차e편한세상,경상남도 양산시 물금읍 범어리 2673-8,지하주차장,35.33482442,129.0165359,24시간,1899-2100
870,운림라인2차 아파트,광주광역시 동구 운림동 683,(실외완전노출)아파트 후문,35.132969,126.943924,24시간,1899-2100
3067,삼육대학교,서울특별시 노원구 공릉동 26-21,제3과학관 지하주차장,37.643011,127.108412,24시간,1899-2100
657,상인대성스카이렉스 아파트,대구광역시 달서구 상인동 월배로 183,지하6층주차장(D44),35.818483,128.533294,24시간,1899-2100
3047,후곡4단지,경기도 고양시 일산서구 일산동 1066,제2주차장,37.68035977,126.7650557,24시간,1899-2100
598,미래타운4단지,인천광역시 부평구 삼산동 389-8,미래타운4단지 관리사무소 옆,37.521183,126.744723,24시간,1899-2100
1931,서곡대림 아파트,"전라북도 전주시 완산구 서곡로 11 (효자동3가, 서곡대림아파트)",105동 지하 주차장,35.832434,127.097478,24시간,1899-2100
3002,동아더프라임아파트,충청남도 서산시 동문동 600,지하 2층 주차장,36.78995,126.455717,24시간,1899-2100
807,화랑타운,서울특별시 노원구 공릉동 화랑로51길 17,"지하1층 주차장 입구,105동 앞",37.623527,127.088218,24시간,1899-2100
3133,쌍촌동 한국농어촌공사 주차장,광주광역시 서구 쌍촌동 994-1,(실외완전노출)  야외주차장정문왼쪽,35.15081272,126.8665008,24시간,1899-2100
3139,단밀면사무소,경상북도 의성군 단밀면 속암리 186-2,단밀면사무소 장애인주차구역 좌측,36.375835,128.381829,24시간,1899-2100
3271,상주시청,"경상북도 상주시 상산로 223 (남성동, 상주시청)","지상주차장(남서측, 별관입구 앞)",36.410182,128.15884,24시간,1899-2100
3111,사선대,전라북도 임실군 관촌면 관촌리 1046-6,사선대 주차장,35.673929,127.275463,24시간,1899-2100
2587,청산면사무소,충청북도 옥천군 청산면 지전1길 29,정문 좌측 지상주차장,36.346048,127.79219,24시간,1899-2100
445,대전역사박물관,대전광역시 유성구 상대동 488,박물관 옥외 주차장,36.336701,127.335319,주중/주말 : 24시간,1899-2100
2172,이마트 감삼점,대구광역시 달서구 와룡로 143,지하주차장(바로 앞),35.844998,128.536604,09~23시,1899-2100
2551,계양구청,인천광역시 계양구 계산동 1079-1,서측주차장 그린존,37.537318,126.73689,24시간,1899-2100
2985,lh웨스턴블루힐,인천광역시 서구 가정동 597-2,지하1층 G167,37.53447894,126.6668662,24시간,1899-2100
1808,암펠로스타워,서울특별시 강동구 둔촌동 명일로 110,지하2층,37.528946,127.142793,24시간,1899-2100
2961,청솔우성,서울특별시 동대문구 답십리동 80,110동 지하주차장 2층,37.575381,127.060661,24시간,1899-2100
2627,감계힐스테이트3차,경상남도 창원시 의창구 북면 감계로 259,지하1층 301동 A14기둥,35.302908,128.589512,24시간,1899-2100
1357,상계동양 아파트,서울특별시 노원구 상계동 상계로5길 12,"102동 1,2라인 지상주차장",37.657129,127.064275,24시간,1899-2100
501,상록경남아너스빌,경상남도 양산시 남부동 608-1,경남아너스빌 아파트 지하주차장 1층 112동라인 D25번 주차장 입구,35.33028851,129.024808,24시간,1899-2100
2562,근대역사박물관,전라북도 군산시 장미동 1-67,역사박물관 주차장 군산 내항 배수펌프장 옆,35.990704,126.713861,24시간,1899-2100
1375,갈산이안 아파트,인천광역시 부평구 갈산동 159,지하,37.517524,126.723057,24시간,1899-2100
1410,청송현대홈타운1단지 아파트,경기도 김포시 장기동 1339,지하2층 블럭번호 D90(103동),37.650569,126.671034,24시간,1899-2100
708,한사랑2차삼성 아파트,서울특별시 강서구 공항대로59길 64,지하2층 주차장,37.56136191,126.8139782,24시간,1899-2100
705,염창힐스테이트 아파트,서울특별시 강서구 염창동 306,지하1층주차장,37.55161604,126.8733338,24시간,1899-2100
2694,열매마을1단지삼부아파트,대전광역시 유성구 지족동 853,지하주차장,36.379406,127.317208,24시간,1899-2100
213,고려대학교,서울특별시 성북구 안암동5가 1-2 (고려대학교안암캠퍼스),B3층 11번기둥,37.588985,127.033897,주중/주말 : 24시간,1899-2100
3057,고양동 제1 공영주차장,경기도 고양시 덕양구 고양동 195-2,주차장 입구,37.70375456,126.9036368,24시간,1899-2100
3058,청도지사(고객),경상북도 청도군 청도읍 고수리 859-1,사옥 뒤편 주차장,35.64012,128.748493,24시간,1899-2100
2201,만덕2동 주민센터,부산광역시 북구 만덕동 289-1,주민센터 내 야외주차장,35.21018377,129.0372014,24시간,1899-2100
2043,여성회관(행신동),경기도 고양시 덕양구 용현로 48,지상주차장,37.61725991,126.8362024,09:00~17:00,1899-2100
2181,가창체육공원,대구광역시 달성군 가창면 대일리 319-1,지상,35.767687,128.649503,24시간,1899-2100
3366,농어촌공사 제주지역본부,제주특별자치도 제주시 삼양2동 2127-1,주차장,33.5225765,126.5872452,24시간,1899-2100
1602,침산동2차쌍용예가,대구광역시 북구 침산동 성북로9길 12,지하 1층 G79,35.892642,128.589274,24시간,1899-2100
484,대신센트럴자이 아파트,대구광역시 중구 대신동 달구벌대로 1955,지하 1층 주차장,35.864668,128.578004,24시간,1899-2100
2878,우성해오름아파트,전라북도 전주시 완산구 중노송동 303,105동 지하주차장(구역 A2-01),35.825408,127.159517,24시간,1899-2100
3065,도램마을18단지,세종특별자치시 도담동 636,지하주차장,36.514711,127.268074,24시간,1899-2100
1727,명장삼성타운,부산광역시 동래구 명장동 63-9,지하주차장,35.20268061,129.0999546,24시간,1899-2100
2719,거제삼정그린코아,부산광역시 연제구 거제동 1272,지하2층 주차장,35.18899306,129.062899,24시간,1899-2100
2717,서초더샵포레,서울특별시 서초구 내곡동 77,(주차장7층) B1 25기둥,37.45392177,127.0643311,24시간,1899-2100
728,LH서초5단지,서울특별시 서초구 우면동 368-1,지하주차장/B1-25,37.45912995,127.0255398,24시간,1899-2100
1666,e편한세상범어,"대구광역시 수성구 들안로78길 45 (범어동, 이편한세상범어)",103동 지하1층,35.866123,128.620601,24시간,1899-2100
2703,서부신시가지아이파크,"전라북도 전주시 완산구 홍산로 390 (효자동3가, 서부신시가지아이파크아파트)",지하 주차장 104동(구역 B15),35.827386,127.107272,24시간,1899-2100
2860,한수원아파트,경상북도 경주시 양남면 읍천리 산 13-2,지상주차장,35.696045,129.467869,24시간,1899-2100
2267,부영그린타운4단지,경기 남양주시 다산동 4002-1,지하1층 전기실 앞 B05구역,37.610021,127.1620274,24시간,1899-2100
1533,둔산플러스주상복합 아파트,대전광역시 서구 둔산동 1047,지하주차장,36.351341,127.374621,24시간,1899-2100
1968,우방한가람타운,대구 수성구 수성동1가 272-11,지하 4층 주차장,35.8543299,128.6103532,24시간,1899-2100
2897,근화 베아채 비올레 아파트,전라남도 무안군 삼향읍 남악리 2531,(실내지하)지하 A13,34.806939,126.470877,24시간,1899-2100
835,정릉2차 e편한세상 아파트,서울특별시 성북구 정릉동 1035,B2층 108동1-2호,37.600129,127.019378,24시간,1899-2100
2124,홈플러스 세종점,"세종특별자치시 절재로 154 (어진동, 홈플러스 세종점)",3F 주차장,36.50703,127.258853,10~21시,1899-2100
1299,광교오드카운티아파트,경기도 수원시 영통구 이의동 센트럴파크로 100,지하2층 주차장,37.292795,127.058457,24시간,1899-2100
1124,진일1차 아파트,경상남도 양산시 상북면 석계리 244-1,102동 주차장 옆(경비실 뒤),35.41379162,129.0574398,24시간,1899-2100
