충전소ID,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처
2692,거제동푸르지오,부산광역시 연제구 거제동 1506,지하1층 주차장,35.18734017,129.0706157,24시간,1899-2100
2022,엘지메트로시티 아파트(138동),부산광역시 남구 용호동 176-30,138동 지하주하장,35.12812894,129.1110079,24시간,1899-2100
1732,문수로아이파크1단지,울산광역시 남구 신정동 1639-1,B1 / 비상구 계단 앞,35.53520308,129.2981608,24시간,1899-2100
649,한양 아파트,경상북도 안동시 영가로 26,지상주차장(동측),36.56539,128.734164,24시간,1899-2100
2986,인후한신휴플러스아파트,전라북도 전주시 덕진구 인후동1가 1029,106동 지하 주차장(구역50),35.837921,127.154714,24시간,1899-2100
1875,용현금호어울림3단지,인천광역시 미추홀구 용현동 652,지하1층 27구역,37.450684,126.639931,미개방,1899-2100
2183,대구축협 축산물프라자,대구광역시 동구 용계동 444-2,지상주차장,35.874749,128.677147,24시간,1899-2100
2544,하나로마트 인천점,인천광역시 계양구 작전동 256-2,지상주차장 4층 E10번,37.526013,126.729988,08시~23시,1899-2100
2888,제일6단지풍경채아파트,전라남도 목포시 옥암동 915-26,(실내지하)지하주차장,34.812645,126.423847,24시간,1899-2100
1503,용곡1차세광엔리치타워 아파트,충청남도 천안시 동남구 용곡동 571,아파트 구내 주차장 105동,36.780111,127.140005,24시간,1899-2100
2667,대림 샹그레빌,서울특별시 성북구 하월곡동 224,102동 지하2층 1234호,37.596349,127.041207,24시간,1899-2100
3019,미아한일유앤아이APT,서울특별시 강북구 미아동 1355,지하2층 106동 1·2호 라인,37.614026,127.0365,24시간,1899-2100
389,인창문화센터,경기도 구리시 동구릉로 53번길 34,1층주차장(정문에서 좌측),37.606634,127.133126,주중/주말 : 24시간,1899-2100
639,남산그린타운 아파트,대구광역시 중구 남산동 달구벌대로 1950,지하 2층 주차장,35.862285,128.577246,24시간,1899-2100
2708,미사강변센트럴자이,경기도 하남시 풍산동 미사강변대로 95,지하1층 주차장,37.55798,127.187298,24시간,1899-2100
1998,원계대동다숲아파트,경상남도 창원시 마산회원구 내서읍 원계리 647,"103동,105동 사이 지하1층주차장 A6기둥",35.229277,128.50674,24시간,1899-2100
3033,빛가람동 공용차고지,전라남도 나주시 빛가람동 893,주차장,35.02567,126.797232,24시간,1899-2100
2977,더펠리스2차아파트,제주특별자치도 제주시 외도1동 498-9,주차장,33.48845434,126.430605,24시간,1899-2100
2232,용두암1차현대아파트,제주특별자치도 제주시 용담삼동 용담로5길 25,주차장,33.51606501,126.5077209,24시간,1899-2100
1562,익산 오페라하우스,전라북도 익산시 부송동 242-12,지하 주차장 101동,35.957223,126.994534,24시간,1899-2100
2132,홈플러스 유성점,대전광역시 유성구 봉명동 669,지상 4층 주차장,36.358509,127.355293,24시간,1899-2100
2290,구월힐스테이트1단지,인천광역시 남동구 구월동 23,지하2층 다-30,37.454435,126.713809,24시간,1899-2100
2809,한국아파트,인천광역시 연수구 옥련동 642-1,지하2층 2-18,37.423837,126.65039,24시간,1899-2100
3066,창원국제사격장 충전소,경상남도 창원시 의창구 퇴촌동 409,정문 대형주차장 앞,35.24975706,128.6838008,24시간,1899-2100
1599,삼진목화 아파트,대구광역시 북구 읍내동 대천로9길 15,뒷편 지상주차장,35.93932,128.554255,24시간,1899-2100
2575,보은군보건소,충청북도 보은군 보은읍 동광길 50,정문 좌측 지상주차장,36.486257,127.716157,24시간,1899-2100
1429,동산휴먼시아1단지 아파트,인천광역시 동구 송림동 342,지하2층 12구역,37.476251,126.649061,미개방,1899-2100
673,시지3차태왕하이츠 아파트,"대구광역시 수성구 욱수천로 77 (신매동, 시지3차 태왕하이츠)",지하 1층,35.835119,128.711213,24시간,1899-2100
896,구평한신휴플러스,부산광역시 사하구 구평동 497,"104동 지하1,2 02번 주차장",35.08636471,128.9849736,24시간,1899-2100
554,써밋플레이스광교,경기도 수원시 영통구 센트럴타운로 85,지하4층 주차장,37.291067,127.051119,24시간,1899-2100
2598,수원유통센터,경기도 수원시 권선구 구운동 218-1,식자재 매장 앞 주차장,37.282562,126.967714,개방시간,1899-2100
2713,별내우미린아파트,경기도 남양주시 별내동 별내3로 24,지하2층 4504~4505동 B11,37.64405213,127.1181073,24시간,1899-2100
3268,대성주유소,대구광역시 북구 칠성동2가 66,주유소 뒷편 지상,35.88164535,128.5899249,24시간,1899-2100
1018,석관두산 아파트,서울특별시 성북구 석관동 10,B1층 119-120동 B1F-7기둥,37.612336,127.069684,24시간,1899-2100
2774,나운우성아파트,전라북도 군산시 나운동 155-7,102동 103동 사이 지하 주차장(구역 C1),35.959041,126.703381,24시간,1899-2100
3078,Green Pole(청사포),부산광역시 해운대구 중동 553,청사포공영주차장 전주부착형 충전소,35.16164702,129.1916775,24시간,1899-2100
3312,도안휴먼시아10단지아파트,대전광역시 유성구 원신흥동 원신흥로 37,지하주차장,36.338686,127.340882,24시간,1899-2100
1027,LH퍼스트리움 아파트,경기도 시흥시 조남동 640-2,지하주차장 입구,37.380287,126.859785,24시간,1899-2100
1374,삼선푸르지오 아파트,서울특별시 성북구 삼선동2가 425,"111동 지하3층 1,2호라인 13",37.58342,127.013815,24시간,1899-2100
3258,풍납2동 주민센터,서울 송파구 풍납동 403-11,주민센터 앞 지상,37.52875975,127.1167957,24시간,1899-2100
83,진해경화시장,경상남도 창원시 진해구 이동 525-8,공영주차장 왼쪽편,35.153963,128.692502,주중/주말 : 24시간,1899-2100
647,브라운스톤태화2단지 아파트,경상북도 안동시 말구리2길 55,지상주차장(201동 남측),36.566429,128.7046,24시간,1899-2100
994,중계삼성 아파트,서울특별시 노원구 중계동 중계로14나길 25,지하1층 104동 B-86,37.648831,127.083529,24시간,1899-2100
1870,장릉마을삼성쉐르빌,경기도 김포시 풍무동 740,지하1층 블럭번호 3(111동),37.605665,126.710299,24시간,1899-2100
2903,호수마을자연&e편한세상 3단지 아파트,경기도 김포시 구래동 6874-6,지하2층 블럭번호 G06,37.647998,126.630142,24시간,1899-2100
1254,덕소건영 아파트,경기도 남양주시 와부읍 도곡리 1117,P1 주차장 지하1층,37.57572829,127.2229394,24시간,1899-2100
2352,강서한강자이아파트,서울특별시 강서구 가양동 양천로55길 55,지하2층 연두색 47 기둥,37.56647076,126.8481217,06~23시,1899-2100
2179,영해농협 영덕휴게소,경상북도 영덕군 영해면 성내리 882-1,사옥내 주차장,36.529107,129.402923,24시간,1899-2100
1077,SK허브,대전광역시 유성구 지족동 894-5,지하주차장,36.372763,127.317162,24시간,1899-2100
1145,고현e편한세상,경상남도 거제시 고현동 거제대로 4500-45,지하1층주차장 102동쪽 A13기둥,34.895433,128.640163,24시간,1899-2100
2517,경주 예술의 전당,경상북도 경주시 황성동 1050-6,지상주차장,35.862415,129.205339,24시간,1899-2100
821,용산아크로타워,서울특별시 용산구 문배동 백범로90길 26,용산아크로타워아파트 지하,37.536829,126.968616,24시간,1899-2100
3132,마포자이2차아파트,서울특별시 마포구 대흥동 804,지하주차장 B1 11~12번 기둥사이,37.549151,126.942372,24시간,1899-2100
1385,송도더샵그린워크2차 아파트,인천광역시 연수구 송도동 17-3,지하1층 1102동 O-12,37.401343,126.64209,24시간,1899-2100
3124,구미대학교,경상북도 구미시 야은로 37 구미1대학,지상주차장(성실1동 서측),36.150873,128.2885,24시간,1899-2100
1320,석수대림아파트,경기도 안양시 만안구 석수동 경수대로 1193,B1F D1,37.415669,126.915117,24시간,1899-2100
3260,삼전동 공영주차장,서울 송파구 삼전동 175-8,1층 좌측,37.500239,127.095866,24시간,1899-2100
2794,분평1단지뜨란채아파트,충청북도 청주시 서원구 분평동 월평로 25,108동앞 지상주차장,36.61215,127.488349,24시간,1899-2100
3367,제주경찰교육센터,제주특별자치도 제주시 아라1동 산 1-6,주차장,33.44113169,126.5656366,24시간,1899-2100
1207,현일 아파트,제주특별자치도 제주시 삼도일동 충효길 45,주차장,33.50857944,126.519051,24시간,1899-2100
3052,청도지사,경상북도 청도군 청도읍 고수리 858-1,사옥내 주차장,35.639994,128.748916,24시간,1899-2100
3061,시흥전력지사,경기도 시흥시 정왕동 326-1,시흥전력지사 주차장,37.362464,126.761638,개방불가(국가보안시설),1899-2100
2184,이마트 반야월점,대구광역시 동구 신서동 520-1,3층 주차장,35.871443,128.727616,마트 영업시간 내,1899-2100
3292,고려제강 기숙사,경상북도 경주시 건천읍 조전리 14-1,지상,35.84639192,129.1075593,24시간,1899-2100
3029,제주권역재활센터,제주특별자치도 서귀포시 서귀동 284-1,서귀동 284-1,33.25276012,126.5622877,24시간,1899-2100
2145,이마트 목포점,전라남도 목포시 옥암로 138,(실내지상)1층매장 출구나가기 전,34.81162699,126.4252078,24시간,1899-2100
1838,동광모닝스카이아파트,경기 광주시 초월읍 쌍동리 392,101동 지상주차장,37.376687,127.2944403,24시간,1899-2100
2428,아이린아파트,제주특별자치도 제주시 삼도2동 632-6,주차장,33.50735784,126.5202287,24시간,1899-2100
172,남원지사(공용),전라북도 남원시 향교동 140,지사 후면 주차장,35.416482,127.386581,24시간,1899-2100
102,서초지사,서울특별시 서초구 효령로 72길 60,1층 주차장/지하1층 주차장,37.48560466,127.028077,주중/주말 : 05시~21시,1899-2100
3370,농어촌공사 안성지사,경기도 안성시 당왕동 347-1,지상주차장,37.02556148,127.266,24시간,1899-2100
666,동대구유성푸르나임 아파트,"대구광역시 동구 동부로22길 48 (신천동, 유성푸르나임)",지하1층,35.872221,128.626568,24시간,1899-2100
1966,대구혁신LH이노힐즈,"대구광역시 동구 메디밸리로 35 (사복동, 대구혁신엘에이치이노힐즈)",807동 지하1층 주차장,35.875466,128.748509,24시간,1899-2100
2084,남산면사무소,강원도 춘천시 남산면 창촌리 67-3,지상주차장,37.792025,127.646031,06~23시,1899-2100
507,장기동 전원마을월드2단지,경기도 김포시 운양동 1435,"지상 주차장 202동 3,4호라인 앞",37.646725,126.685718,24시간,1899-2100
2591,충주실내체육관,충청북도 충주시 교현동 500,야외주차장,36.982011,127.936914,24시간,1899-2100
2650,구월 아시아드선수촌 1단지,인천광역시 남동구 구월동 1486,지하1층1105동 3-4라인,37.44651,126.711389,24시간,1899-2100
993,월계청백1단지 아파트,서울특별시 노원구 월계동 초안산로 89,"104,105 사이 지하주차장 좌측면",37.634786,127.052612,24시간,1899-2100
1739,율곡마을주공2단지,경상남도 김해시 율하동 1291,지하주차장(208~210동사이),35.1737206,128.8051387,24시간,1899-2100
1897,홍성효성해링턴플레이스,충청남도 홍성군 홍북읍 신경리 1169,지하주차장 B-42,36.651137,126.674854,24시간,1899-2100
1923,전주부영6차,전라북도 전주시 덕진구 인후동1가 918-1,정문 지하 주차장 (구역 12 또는 28),35.827984,127.165979,24시간,1899-2100
1297,신촌휴먼시아1단지아파트,경기도 광명시 소하동 신촌로 49,B1F B116,37.449885,126.89331,24시간,1899-2100
1306,우남퍼스트빌,경기도 수원시 영통구 매탄동 매탄로 82,B2F C3 완속02 D06,37.258294,127.043045,24시간,1899-2100
1694,원호한누리타운2블록,경상북도 구미시 고아읍 문장로22길 40,지상주차장(204동 동측),36.15323,128.33386,24시간,1899-2100
1705,수영만아이파크,부산광역시 수영구 민락동 336-36,전기실 인접 주차장,35.16191521,129.1299344,24시간,1899-2100
1725,동래센트럴파크하이츠2단지,부산광역시 동래구 명륜동 756-1,지하주차장,35.21152635,129.0852538,24시간,1899-2100
1988,아데라움 아파트,울산광역시 남구 삼산동 182-1,지하,35.54484519,129.3469403,24시간,1899-2100
1999,진북라인아파트,경상남도 창원시 마산합포구 진북면 지산리 228-3,6-7라인 앞,35.116804,128.464085,24시간,1899-2100
1863,송도더샵하버뷰14단지,인천광역시 연수구 송도동 18-10,지하2층 내려와 바로 왼쪽 A03,37.395792,126.644422,24시간,1899-2100
2423,엘크루블루오션C2,부산광역시 강서구 명지동 3243,지하주차장,35.08407341,128.9083455,24시간,1899-2100
12,동대문중랑지사,서울특별시 중랑구 동일로 862,별관앞 지상,37.607357,127.079493,"주중 08~19시, 주말 출입불가",1899-2100
568,서수원자이아파트,경기도 수원시 권선구 입북동 810,관리동 앞 지하1층,37.295948,126.960694,24시간,1899-2100
610,청라롯데캐슬 아파트,인천광역시 서구 경서동 958-1,지하 2층 B27,37.531156,126.646769,24시간,1899-2100
817,브라운스톤공덕 아파트,서울특별시 마포구 신공덕동 백범로 230,경비실좌측주차장 맨끝,37.541422,126.955566,24시간,1899-2100
1822,송탄효명아파트,경기도 평택시 장당동 탄현로1번길 77,102동 앞 지상주차장,37.050909,127.054696,24시간,1899-2100
473,상인화성파크드림2단지,대구광역시 달서구 상인동 송현로7길 9,"지하2층주차장(2101동 앞, 26번)",35.821628,128.547925,24시간,1899-2100
2947,한국관광공사 옆 노상 공영주차장,서울특별시 중구 다동 85-4,한외빌딩 앞 노상주차장,37.568226,126.981962,24시간,1899-2100
2917,망포현대2차아파트,경기도 수원시 영통구 망포동 태장로 47,205동 앞 B2F,37.240679,127.050216,24시간,1899-2100
2159,향일암 주차장,전라남도 여수시 돌산읍 율림리 6-5,(실내지상)향일암일출광장 주차장 2층,34.594496,127.804081,24시간,1899-2100
