sidoName,stationName,mangName,so2Value,coValue,o3Value,no2Value,pm10Value,pm25Value,khaiValue
경기,모현읍,도시대기,0.002,0.5,0.001,0.038,38,21,64
경기,이동읍,도시대기,0.002,0.6,0.002,0.033,49,25,72
경기,백암면,도시대기,0.002,0.6,0.004,0.025,47,34,77
경기,설성면,교외대기,0.001,0.2,0.011,0.013,49,33,82
경기,창전동,도시대기,0.002,0.5,0.004,0.03,57,40,77
경기,장호원읍,도시대기,0.004,0.4,0.004,0.024,52,27,77
경기,부발읍,도시대기,0.003,0.5,0.003,0.029,63,42,90
경기,선단동,도시대기,0.005,0.4,0.026,0.017,50,23,90
경기,일동면,도시대기,0.004,0.5,0.015,0.022,38,26,79
경기,사우동,도시대기,0.004,0.5,0.009,0.042,54,27,70
경기,월곶면,도시대기,0.002,0.5,0.003,0.035,83,40,101
경기,한강신도시,도시대기,0.004,0.5,0.007,0.042,67,32,74
경기,한강로,도로변대기,0.003,0.6,0.004,0.044,56,25,73
경기,당동,도시대기,0.002,0.6,0.003,0.049,54,21,81
경기,산본동,도시대기,0.004,0.4,0.008,0.039,49,17,65
경기,오산동,도시대기,0.004,0.5,0.003,0.059,54,19,98
경기,금암로(신장동),도로변대기,0.004,0.7,0.002,0.048,52,21,80
경기,신장동,도시대기,0.003,0.4,0.004,0.042,56,23,70
경기,미사,도시대기,,,,,,,
경기,남양읍,도시대기,0.003,0.4,0.013,0.034,48,21,69
경기,향남읍,도시대기,0.002,0.4,0.006,0.035,52,25,77
경기,동탄,도시대기,0.005,0.6,0.007,0.044,48,24,73
경기,우정읍,도시대기,0.003,0.4,0.005,0.039,,,72
경기,청계동,도시대기,0.003,0.3,0.023,0.024,48,22,56
경기,새솔동,도시대기,0.001,0.6,0.007,0.025,,25,
경기,봉담읍,도시대기,0.006,0.5,0.004,0.04,56,28,74
경기,서신면,도시대기,0.005,0.4,0.007,0.036,58,31,79
경기,백석읍,도시대기,0.003,0.3,0.008,0.023,45,15,60
경기,고읍,도시대기,0.003,0.5,0.022,0.023,45,20,64
경기,보산동,도시대기,0.006,0.6,0.004,0.041,49,23,68
경기,봉산동,도시대기,0.002,0.6,0.004,0.029,53,27,77
경기,공도읍,도시대기,0.003,0.7,0.003,0.036,45,26,85
경기,죽산면,도시대기,0.003,0.7,0.007,0.03,64,43,82
경기,중앙동(경기),도시대기,0.003,0.6,0.002,0.027,49,32,79
경기,대신면,도시대기,,,,,,,
경기,가남읍,도시대기,0.002,0.5,0.004,0.027,72,41,100
경기,연천,도시대기,0.003,0.6,0.015,0.018,60,33,72
경기,가평,도시대기,,,,,,,
경기,설악면,도시대기,0.003,0.5,0.002,0.022,39,26,77
경기,용문면,도시대기,0.003,0.5,0.003,0.021,35,,
경기,양평읍,도시대기,0.003,4.3,0.002,0.027,43,32,92
경기,연천(DMZ),교외대기,0.002,0.4,0.024,0.015,68,22,77
경기,소사본동,도시대기,0.002,0.5,0.006,0.047,64,29,78
경기,내동,도시대기,0.005,0.7,0.005,0.046,63,23,76
경기,중2동,도시대기,0.004,0.5,0.015,0.032,61,25,69
경기,오정동,도시대기,0.003,0.7,0.008,0.046,62,29,76
경기,송내대로(중동),도로변대기,0.004,0.7,0.003,0.051,73,30,85
경기,신풍동,도시대기,0.002,0.5,0.021,0.029,44,32,85
경기,인계동,도시대기,0.002,0.5,0.018,0.038,65,36,87
경기,광교동,도시대기,0.002,0.5,0.019,0.033,64,30,80
경기,영통동,도시대기,0.002,0.6,0.014,0.042,51,24,79
경기,천천동,도시대기,0.002,0.4,0.01,0.044,72,38,87
경기,경수대로(동수원),도로변대기,0.002,0.6,0.007,0.051,81,33,90
경기,고색동,도시대기,0.002,0.6,0.004,0.049,88,41,95
경기,호매실동,도시대기,,,,,,,
경기,대왕판교로(백현동),도로변대기,0.003,0.6,0.008,0.054,82,,
경기,단대동,도시대기,0.002,0.5,0.016,0.046,52,30,82
경기,정자동,도시대기,0.002,0.5,0.017,0.047,55,38,95
경기,수내동,도시대기,0.003,0.8,0.011,0.049,60,28,85
경기,성남대로(모란역),도로변대기,0.003,0.8,0.003,0.054,83,40,100
경기,복정동,도시대기,0.001,0.6,0.013,0.047,69,32,83
경기,운중동,도시대기,0.002,0.5,0.029,0.02,84,,
경기,상대원동,도시대기,0.002,0.9,0.009,0.046,54,31,87
경기,의정부동,도시대기,0.003,0.6,0.005,0.056,72,24,93
경기,의정부1동,도시대기,0.003,0.5,0.007,0.052,76,48,109
경기,송산3동,도시대기,0.003,0.6,0.013,0.04,50,32,79
경기,안양8동,도시대기,0.002,0.5,0.014,0.035,,,
경기,부림동,도시대기,0.002,0.5,0.009,0.042,78,43,95
경기,호계동,도시대기,0.004,0.6,0.009,0.044,81,47,100
경기,안양2동,도시대기,0.002,0.5,0.01,0.04,66,28,83
경기,철산동,도시대기,,,,,,,
경기,소하동,도시대기,0.003,0.8,0.005,0.047,84,41,100
경기,고잔동,도시대기,0.003,0.6,0.006,0.046,57,26,82
경기,원시동,도시대기,0.006,0.5,0.017,0.027,66,36,85
경기,본오동,도시대기,0.002,0.7,0.005,0.04,52,25,79
경기,원곡동,도시대기,0.003,0.4,0.007,0.041,67,40,105
경기,부곡동1,도시대기,0.003,0.5,0.012,0.04,51,21,75
경기,대부동,도시대기,0.003,0.4,0.036,0.011,54,27,69
경기,호수동,도시대기,0.003,0.6,0.004,0.048,52,23,80
경기,중앙대로(고잔동),도로변대기,0.003,0.6,,0.05,51,45,109
경기,별양동,도시대기,0.002,0.7,0.015,0.042,83,42,105
경기,과천동,도시대기,0.002,0.7,0.001,0.029,58,29,82
경기,교문동,도시대기,0.002,0.6,0.004,0.05,65,38,87
경기,동구동,도시대기,0.002,0.5,0.003,0.032,68,36,92
경기,부곡3동,도시대기,0.002,0.6,0.015,0.036,55,38,95
경기,고천동,도시대기,0.002,0.5,0.017,0.033,52,27,79
경기,정왕동,도시대기,0.003,0.7,0.006,0.046,70,44,100
경기,시화산단,도시대기,0.002,0.8,0.005,0.041,75,46,100
경기,대야동,도시대기,0.003,0.6,0.009,0.037,49,39,92
경기,목감동,도시대기,0.002,0.4,0.018,0.035,71,39,101
경기,장현동,도시대기,0.002,0.5,0.008,0.04,76,50,109
경기,서해안로,도로변대기,0.002,0.8,0.003,0.052,86,45,105
경기,금곡동,도시대기,0.003,0.6,0.008,0.046,51,22,77
경기,오남읍,도시대기,0.002,0.6,0.022,0.031,70,41,101
경기,별내동,도시대기,0.003,0.6,0.002,0.054,71,44,100
경기,화도읍,도시대기,0.003,0.5,0.012,0.042,73,35,90
경기,경춘로,도로변대기,0.002,0.7,0.002,0.054,100,47,112
경기,와부읍,도시대기,0.002,0.4,0.013,0.032,55,32,82
경기,진접읍,도시대기,0.002,0.5,0.009,0.034,59,28,82
경기,비전동,도시대기,0.003,0.5,0.007,0.039,70,37,87
경기,안중,도시대기,0.002,0.3,0.013,0.038,55,34,92
경기,평택항,도시대기,0.002,0.2,0.018,0.033,65,31,85
경기,송북동,도시대기,0.003,0.5,0.012,0.042,64,38,97
경기,청북읍,도시대기,0.002,0.5,0.011,0.035,55,36,85
경기,고덕면,도시대기,0.003,0.5,0.008,0.05,73,43,95
경기,금촌동,도시대기,0.002,0.5,0.004,0.041,68,47,174
경기,운정,도시대기,0.002,0.6,0.004,0.046,48,26,90
경기,파주,교외대기,0.001,0.4,0.026,0.016,83,48,124
경기,파주읍,도시대기,0.001,0.6,0.017,0.017,45,23,87
경기,행신동,도시대기,0.002,0.6,0.004,0.051,64,39,97
경기,식사동,도시대기,0.002,0.6,0.009,0.043,66,38,105
경기,백마로(마두역),도로변대기,0.005,0.7,0.004,0.052,82,44,86
경기,신원동,도시대기,0.002,0.4,0.014,0.033,60,38,87
경기,주엽동,도시대기,0.002,0.6,0.003,0.047,68,40,97
경기,경안동,도시대기,0.003,0.6,0.01,0.041,57,32,82
경기,오포읍,도시대기,0.001,0.5,0.024,0.028,58,20,84
경기,곤지암,도시대기,0.002,0.5,0.01,0.036,50,34,90
경기,김량장동,도시대기,0.002,0.5,0.01,0.046,71,40,95
경기,수지,도시대기,0.002,0.6,0.016,0.04,84,39,97
경기,기흥,도시대기,0.002,0.5,0.017,0.04,60,33,90
경기,중부대로(구갈동),도로변대기,0.002,0.5,,0.045,57,24,81
경기,모현읍,도시대기,0.001,0.5,0.013,0.033,69,41,92
경기,이동읍,도시대기,0.002,0.6,0.003,0.038,64,22,80
경기,백암면,도시대기,0.001,0.5,0.015,0.024,67,41,97
경기,설성면,교외대기,0.001,0.2,0.037,0.011,68,44,101
경기,창전동,도시대기,0.002,0.5,0.013,0.032,68,38,92
경기,장호원읍,도시대기,0.003,0.3,0.047,0.011,62,28,90
경기,부발읍,도시대기,0.003,0.5,0.004,0.042,86,47,109
경기,선단동,도시대기,0.004,0.5,0.01,0.039,62,40,105
경기,일동면,도시대기,0.004,0.5,0.038,0.016,48,28,90
경기,사우동,도시대기,0.005,0.7,0.004,0.051,62,36,95
경기,고촌읍,도시대기,,,,,,,
경기,월곶면,도시대기,0.002,0.4,0.056,0.009,89,56,109
경기,한강신도시,도시대기,0.002,0.5,0.037,0.028,85,40,95
경기,한강로,도로변대기,0.002,0.6,0.005,0.049,77,43,101
경기,당동,도시대기,0.002,0.6,0.01,0.041,77,40,97
경기,산본동,도시대기,0.004,0.5,0.013,0.035,76,37,90
경기,오산동,도시대기,0.003,0.5,0.007,0.054,56,39,90
경기,금암로(신장동),도로변대기,0.003,0.4,0.004,0.043,56,27,74
경기,신장동,도시대기,0.003,0.6,0.003,0.055,57,29,92
경기,미사,도시대기,0.002,0.6,0.006,0.045,54,24,76
경기,남양읍,도시대기,0.003,0.4,0.016,0.034,54,36,87
경기,향남읍,도시대기,0.002,0.4,0.014,0.032,66,38,87
경기,동탄,도시대기,0.004,0.5,0.015,0.042,60,32,82
경기,우정읍,도시대기,0.003,0.4,0.014,0.036,57,24,79
경기,청계동,도시대기,0.003,0.3,0.032,0.02,64,35,90
경기,새솔동,도시대기,0.001,0.7,0.01,0.037,,22,
경기,봉담읍,도시대기,0.005,0.4,0.029,0.021,68,35,100
경기,서신면,도시대기,0.004,0.4,0.02,0.024,54,34,79
경기,백석읍,도시대기,0.003,0.3,0.056,0.005,86,53,100
경기,고읍,도시대기,0.003,0.5,0.025,0.024,74,34,95
경기,보산동,도시대기,0.004,0.6,0.008,0.04,57,30,92
경기,봉산동,도시대기,0.002,0.5,0.016,0.024,58,25,85
경기,공도읍,도시대기,0.002,0.7,0.002,0.039,72,36,109
경기,죽산면,도시대기,0.002,0.6,0.032,0.017,79,40,95
경기,중앙동(경기),도시대기,0.004,0.5,0.035,0.022,71,35,87
경기,대신면,도시대기,,,,,,,
경기,가남읍,도시대기,0.002,0.4,0.032,0.019,84,52,128
경기,연천,도시대기,0.002,0.6,0.014,0.023,45,31,109
경기,가평,도시대기,,,,,,,
경기,설악면,도시대기,0.002,0.5,0.051,0.014,50,33,92
경기,용문면,도시대기,0.003,0.4,0.042,0.01,68,,
경기,양평읍,도시대기,0.003,3,0.002,0.034,87,47,162
경기,연천(DMZ),교외대기,0.001,0.6,0.048,0.007,76,33,112
경기,소사본동,도시대기,,0.6,0.006,0.046,81,45,105
경기,내동,도시대기,0.003,0.6,0.007,0.046,73,39,90
경기,중2동,도시대기,0.002,0.5,0.015,0.034,77,48,109
경기,오정동,도시대기,0.002,0.6,0.008,0.046,74,47,112
경기,송내대로(중동),도로변대기,0.003,0.7,0.002,0.053,82,51,101
경기,신풍동,도시대기,0.002,1,0.005,0.045,106,56,292
경기,인계동,도시대기,0.002,1,0.01,0.042,161,70,303
경기,광교동,도시대기,0.003,0.7,0.007,0.04,115,33,261
경기,영통동,도시대기,0.002,1,0.019,0.032,137,79,296
경기,천천동,도시대기,0.002,0.9,0.005,0.047,200,82,306
경기,경수대로(동수원),도로변대기,0.002,1,0.006,0.046,197,116,309
경기,고색동,도시대기,0.002,1,0.006,0.044,213,50,302
경기,호매실동,도시대기,,,,,,,
경기,대왕판교로(백현동),도로변대기,0.003,1,0.004,0.048,164,,
경기,단대동,도시대기,0.002,0.9,0.014,0.043,118,96,306
경기,정자동,도시대기,0.002,1,0.021,0.04,137,80,306
경기,수내동,도시대기,0.002,1,0.013,0.038,119,73,296
경기,성남대로(모란역),도로변대기,0.003,1.1,0.01,0.034,148,116,309
경기,복정동,도시대기,0.001,0.9,0.013,0.037,143,73,304
경기,운중동,도시대기,0.002,1,0.005,0.039,162,,
경기,상대원동,도시대기,0.002,1,0.026,0.027,132,80,304
경기,의정부동,도시대기,0.003,0.9,0.002,0.038,115,85,304
경기,의정부1동,도시대기,0.002,0.9,0.002,0.032,89,67,302
경기,송산3동,도시대기,0.003,0.8,0.004,0.04,85,40,216
경기,안양8동,도시대기,0.002,1,0.003,0.042,,,
경기,부림동,도시대기,0.002,0.9,0.003,0.04,141,94,306
경기,호계동,도시대기,0.003,0.9,0.006,0.036,127,59,305
경기,안양2동,도시대기,0.002,1.1,0.002,0.041,149,49,269
경기,철산동,도시대기,0.002,1.2,0.001,0.044,147,92,309
경기,소하동,도시대기,0.002,1,0,0.043,171,80,306
경기,고잔동,도시대기,0.003,0.9,0.002,0.047,86,11,214
경기,원시동,도시대기,0.009,1,0.003,0.041,99,37,301
경기,본오동,도시대기,0.002,1,0.001,0.039,110,18,229
경기,원곡동,도시대기,0.003,0.9,0.004,0.043,113,49,301
경기,부곡동1,도시대기,0.004,0.9,0.003,0.046,108,28,192
경기,대부동,도시대기,0.003,0.9,0.006,0.026,58,22,193
경기,호수동,도시대기,0.003,1,0.003,0.045,85,20,182
경기,중앙대로(고잔동),도로변대기,0.003,1,,0.045,73,,
경기,별양동,도시대기,0.002,1.2,0.002,0.055,156,89,304
경기,과천동,도시대기,0.002,1.2,0.003,0.045,139,48,250
경기,교문동,도시대기,0.002,0.8,0.004,0.038,126,96,306
경기,동구동,도시대기,,0.5,0.003,0.026,112,76,302
경기,부곡3동,도시대기,0.002,1.1,0.002,0.045,154,44,291
경기,고천동,도시대기,0.002,1,0.002,0.04,106,22,220
경기,정왕동,도시대기,0.003,1.1,0.002,0.042,106,67,302
경기,시화산단,도시대기,0.002,1.1,0.001,0.042,136,85,305
경기,대야동,도시대기,0.005,1.8,0.003,0.041,72,69,302
경기,목감동,도시대기,0.002,1,0.002,0.044,107,67,302
경기,장현동,도시대기,0.002,0.9,0.003,0.036,92,33,224
경기,서해안로,도로변대기,0.002,1.4,0.002,0.044,144,73,301
경기,금곡동,도시대기,0.003,0.7,0.004,0.043,60,48,243
경기,오남읍,도시대기,0.002,0.6,0.014,0.023,79,35,201
경기,별내동,도시대기,0.003,0.7,0.002,0.035,114,75,301
경기,화도읍,도시대기,0.002,0.6,0.009,0.02,75,58,289
경기,경춘로,도로변대기,0.002,0.9,0.001,0.037,151,91,303
경기,와부읍,도시대기,0.002,0.7,0.006,0.025,84,36,179
경기,진접읍,도시대기,0.002,0.7,0.008,0.023,95,36,194
경기,비전동,도시대기,0.004,0.8,0.043,0.02,132,61,266
경기,안중,도시대기,0.002,0.6,0.01,0.026,61,37,166
경기,평택항,도시대기,0.002,0.6,0.02,0.017,63,45,301
경기,송북동,도시대기,0.003,0.9,0.01,0.028,120,86,303
경기,청북읍,도시대기,0.002,0.9,0.006,0.028,82,41,250
경기,고덕면,도시대기,0.002,0.9,0.011,0.032,139,73,302
경기,금촌동,도시대기,0.003,0.8,0.006,0.026,77,51,301
경기,운정,도시대기,0.002,1,0.002,0.026,68,34,208
경기,파주,교외대기,0.001,0.5,0.024,0.007,95,63,296
경기,파주읍,도시대기,0.001,0.8,0.005,0.017,80,30,112
경기,행신동,도시대기,0.002,0.8,0.006,0.031,102,66,303
경기,식사동,도시대기,0.002,0.9,0.003,0.03,139,70,304
경기,백마로(마두역),도로변대기,0.004,1,0.004,0.035,121,90,218
경기,신원동,도시대기,0.002,0.7,0.003,0.039,96,67,296
경기,주엽동,도시대기,0.002,0.8,0.006,0.029,113,82,306
경기,경안동,도시대기,0.002,0.9,0.005,0.029,133,92,303
경기,오포읍,도시대기,0.002,0.9,0.012,0.032,153,24,215
경기,곤지암,도시대기,0.002,0.9,0.005,0.025,142,71,301
경기,김량장동,도시대기,0.002,0.9,0.014,0.033,117,44,266
경기,수지,도시대기,0.002,1,0.012,0.034,165,82,303
경기,기흥,도시대기,0.002,0.9,0.017,0.03,124,33,246
경기,중부대로(구갈동),도로변대기,0.002,1,,0.035,130,31,257
경기,모현읍,도시대기,0.001,0.9,0.013,0.022,142,32,261
경기,이동읍,도시대기,0.002,0.9,0.021,0.026,117,16,214
경기,백암면,도시대기,0.001,1,0.014,0.014,89,24,207
경기,설성면,교외대기,0.001,0.6,0.008,0.009,85,57,273
경기,창전동,도시대기,0.002,0.9,0.004,0.028,153,90,302
경기,장호원읍,도시대기,0.003,0.7,0.004,0.021,77,42,166
경기,부발읍,도시대기,0.003,0.8,0.003,0.019,103,71,303
경기,선단동,도시대기,0.004,1.2,0.002,0.022,84,71,302
경기,일동면,도시대기,0.003,0.8,0.004,0.014,37,17,90
경기,사우동,도시대기,0.005,0.8,0.006,0.037,103,68,305
경기,고촌읍,도시대기,,,,,,,
경기,월곶면,도시대기,0.002,0.7,0.007,0.028,110,66,300
경기,한강신도시,도시대기,0.002,0.6,0.019,0.02,111,77,306
경기,한강로,도로변대기,0.002,0.8,0.007,0.032,127,80,305
경기,당동,도시대기,0.002,1,0.002,0.041,151,112,307
경기,산본동,도시대기,0.002,0.7,0.003,0.039,127,70,304
경기,오산동,도시대기,0.003,0.8,0.008,0.044,115,71,289
경기,금암로(신장동),도로변대기,0.002,0.8,0.022,0.029,124,37,222
경기,신장동,도시대기,0.003,0.7,0.004,0.043,112,80,302
경기,미사,도시대기,0.002,0.8,0.01,0.025,100,29,222
경기,남양읍,도시대기,0.003,0.8,0.014,0.03,83,35,158
경기,향남읍,도시대기,0.002,0.7,0.025,0.022,138,66,250
경기,동탄,도시대기,0.004,0.9,0.036,0.023,111,71,305
경기,우정읍,도시대기,0.003,0.9,0.017,0.033,144,58,203
경기,청계동,도시대기,0.003,0.7,0.04,0.012,84,47,301
경기,새솔동,도시대기,0.002,0.8,0.005,0.037,,11,
경기,봉담읍,도시대기,0.005,0.9,0.024,0.024,129,63,266
경기,서신면,도시대기,0.004,0.9,0.021,0.02,83,30,204
경기,백석읍,도시대기,0.002,0.8,0.008,0.011,69,54,269
경기,고읍,도시대기,0.002,1.1,0.004,0.026,54,40,181
경기,보산동,도시대기,0.002,0.7,0.002,0.019,51,30,124
경기,봉산동,도시대기,0.002,0.9,0.01,0.02,116,54,305
경기,공도읍,도시대기,0.002,0.9,0.02,0.026,157,56,301
경기,죽산면,도시대기,0.002,1,0.006,0.024,82,26,227
경기,중앙동(경기),도시대기,0.003,0.8,0.002,0.02,107,75,277
경기,대신면,도시대기,0.002,0.6,0.005,0.012,90,73,254
경기,가남읍,도시대기,0.002,0.8,0.005,0.024,105,52,266
경기,연천,도시대기,0.002,0.8,0.003,0.015,73,56,170
경기,가평,도시대기,,,,,,,
경기,설악면,도시대기,0.002,0.8,0.015,0.017,72,30,201
경기,용문면,도시대기,0.002,0.6,0.009,0.012,68,,
경기,양평읍,도시대기,0.002,0.9,0.002,0.019,105,41,194
경기,연천(DMZ),교외대기,0.001,0.5,0.041,0.007,108,40,255
경기,소사본동,도시대기,0.003,1.1,0.003,0.05,137,108,312
경기,내동,도시대기,0.004,1,0.001,0.049,108,80,307
경기,중2동,도시대기,0.002,1.1,0.001,0.043,126,102,314
경기,오정동,도시대기,0.003,1,0.005,0.047,61,56,303
경기,송내대로(중동),도로변대기,0.003,1,0.002,0.035,98,78,308
경기,송내대로(중동),도로변대기,0.003,1.2,0.001,0.043,143,118,310
경기,소사본동,도시대기,0.002,1,0.003,0.057,143,108,311
경기,내동,도시대기,0.004,1.1,0.001,0.052,166,119,310
경기,중2동,도시대기,0.002,1.2,0.001,0.057,136,112,312
경기,오정동,도시대기,0.004,1.1,0.004,0.052,152,128,310
경기,우정읍,도시대기,0.003,0.9,0.009,0.027,173,67,301
경기,청계동,도시대기,0.003,0.6,0.023,0.017,136,119,309
경기,새솔동,도시대기,0.003,0.9,0.007,0.042,,88,
경기,봉담읍,도시대기,0.005,1,0.004,0.037,175,138,313
경기,서신면,도시대기,0.004,1,0.006,0.032,179,138,310
경기,백석읍,도시대기,0.002,0.8,0.005,0.014,160,116,307
경기,고읍,도시대기,0.002,1,0.004,0.03,121,94,303
경기,보산동,도시대기,0.004,1.1,0.001,0.029,95,66,220
경기,봉산동,도시대기,0.002,0.7,0.025,0.013,153,109,311
경기,공도읍,도시대기,0.002,0.9,0.015,0.017,180,135,314
경기,죽산면,도시대기,0.002,1,0.002,0.015,90,42,209
경기,중앙동(경기),도시대기,0.003,0.8,0.003,0.018,124,94,308
경기,대신면,도시대기,0.002,0.7,0.003,0.011,116,85,309
경기,가남읍,도시대기,0.002,0.8,0.005,0.017,93,68,277
경기,연천,도시대기,0.002,0.7,0.007,0.013,78,63,166
경기,가평,도시대기,,,,,,,
경기,설악면,도시대기,0.002,0.9,0.002,0.019,86,71,289
경기,용문면,도시대기,0.002,0.7,0.008,0.012,101,,
경기,양평읍,도시대기,0.002,0.9,0.004,0.016,132,99,305
경기,연천(DMZ),교외대기,0.001,0.6,0.043,0.009,119,55,233
경기,신풍동,도시대기,0.003,0.9,0.006,0.044,91,,
경기,인계동,도시대기,0.003,0.8,0.018,0.035,146,108,303
경기,광교동,도시대기,0.004,0.7,0.003,0.045,128,94,296
경기,영통동,도시대기,0.002,0.9,0.011,0.039,115,92,302
경기,천천동,도시대기,0.003,0.8,0.004,0.047,136,96,304
경기,경수대로(동수원),도로변대기,0.003,0.9,0.005,0.046,172,109,304
경기,고색동,도시대기,0.003,1.2,0.002,0.044,190,100,304
경기,호매실동,도시대기,,,,,,,
경기,대왕판교로(백현동),도로변대기,0.004,1.1,0.002,0.047,127,,
경기,단대동,도시대기,0.002,0.9,0.007,0.051,112,102,301
경기,정자동,도시대기,0.002,0.9,0.005,0.053,130,97,303
경기,수내동,도시대기,0.003,1,0.002,0.049,117,98,289
경기,성남대로(모란역),도로변대기,0.004,1.1,0.003,0.048,129,99,301
경기,복정동,도시대기,0.002,1,0.002,0.067,108,98,327
경기,운중동,도시대기,0.002,0.8,0.001,0.038,119,,
경기,상대원동,도시대기,0.002,1,0.022,0.027,140,104,303
경기,의정부동,도시대기,0.003,0.9,0.002,0.039,128,95,308
경기,의정부1동,도시대기,0.002,0.9,0.002,0.037,130,103,305
경기,송산3동,도시대기,0.003,0.8,0.005,0.032,89,78,277
경기,안양8동,도시대기,0.002,1,0.003,0.047,,,
경기,부림동,도시대기,0.002,0.9,0.002,0.044,107,80,254
경기,호계동,도시대기,0.003,0.8,0.003,0.042,107,80,285
경기,안양2동,도시대기,0.003,1,0.003,0.046,110,89,302
경기,철산동,도시대기,0.002,0.9,0.001,0.049,134,88,307
경기,소하동,도시대기,0.003,1.1,0.001,0.051,122,89,303
경기,고잔동,도시대기,0.003,0.5,0.003,0.054,113,97,305
경기,원시동,도시대기,0.006,0.9,0.003,0.048,133,91,305
경기,본오동,도시대기,0.003,1,0.002,0.045,122,102,307
경기,원곡동,도시대기,0.003,0.8,0.004,0.049,135,107,308
경기,부곡동1,도시대기,0.004,0.8,0.003,0.046,117,82,273
경기,대부동,도시대기,0.003,0.9,0.005,0.041,148,102,292
경기,호수동,도시대기,0.003,1,0.003,0.05,107,83,301
경기,중앙대로(고잔동),도로변대기,0.003,0.9,,0.051,97,97,
경기,별양동,도시대기,0.003,1.1,0.002,0.054,115,74,254
경기,과천동,도시대기,0.003,1.4,0.002,0.038,96,71,239
경기,교문동,도시대기,0.002,0.7,0.01,0.029,106,85,301
경기,동구동,도시대기,0.002,0.5,0.003,0.02,112,84,301
경기,부곡3동,도시대기,0.003,1,0.003,0.048,109,88,302
경기,고천동,도시대기,0.002,0.8,0.002,0.039,103,72,301
경기,정왕동,도시대기,0.003,1,0.002,0.051,122,105,306
경기,시화산단,도시대기,0.002,1,0.002,0.046,145,111,308
경기,대야동,도시대기,0.004,1.7,0.003,0.05,149,108,306
경기,목감동,도시대기,0.002,1.1,0.002,0.054,136,104,308
경기,장현동,도시대기,0.002,1,0.002,0.042,129,104,303
경기,서해안로,도로변대기,0.002,1.2,0.002,0.051,136,100,305
경기,금곡동,도시대기,0.002,0.7,0.003,0.042,85,85,
경기,오남읍,도시대기,0.001,0.7,0.007,0.031,92,78,292
경기,별내동,도시대기,0.002,0.7,0.003,0.031,110,81,296
경기,화도읍,도시대기,0.002,0.7,0.003,0.024,106,81,285
경기,경춘로,도로변대기,0.002,0.9,0.002,0.034,120,91,302
경기,와부읍,도시대기,0.002,0.7,0.013,0.022,113,75,262
경기,진접읍,도시대기,0.002,0.7,0.009,0.022,104,64,247
경기,비전동,도시대기,0.003,0.8,0.004,0.025,157,127,311
경기,안중,도시대기,0.002,0.7,0.006,0.027,132,90,181
경기,평택항,도시대기,0.002,0.8,0.008,0.021,138,101,292
경기,송북동,도시대기,0.003,0.9,0.003,0.03,148,113,312
경기,청북읍,도시대기,0.002,0.8,0.015,0.019,150,110,305
경기,고덕면,도시대기,0.003,1.1,0.003,0.028,129,112,312
경기,금촌동,도시대기,0.003,0.9,0.004,0.027,161,127,314
경기,운정,도시대기,0.002,1,0.002,0.034,155,107,309
경기,파주,교외대기,0.001,0.6,0.022,0.009,113,82,305
경기,파주읍,도시대기,0.003,0.9,0.005,0.02,110,88,304
경기,행신동,도시대기,0.002,1,0.002,0.043,124,99,310
경기,식사동,도시대기,0.002,1,0.003,0.034,134,103,312
경기,백마로(마두역),도로변대기,0.004,1,0.004,0.037,152,118,250
경기,신원동,도시대기,0.002,0.7,0.003,0.033,103,82,307
경기,주엽동,도시대기,0.002,0.9,0.002,0.036,141,110,308
경기,경안동,도시대기,0.002,0.9,0.003,0.028,117,78,281
경기,오포읍,도시대기,0.002,1,0.004,0.03,122,98,292
경기,곤지암,도시대기,0.003,0.8,0.006,0.021,145,115,306
경기,김량장동,도시대기,0.002,1.1,0.002,0.036,127,104,306
경기,수지,도시대기,0.002,0.9,0.006,0.036,128,104,303
경기,기흥,도시대기,0.002,0.8,0.02,0.03,136,113,303
경기,중부대로(구갈동),도로변대기,0.002,0.8,,0.038,139,102,285
경기,모현읍,도시대기,0.002,0.9,0.002,0.027,112,82,301
경기,이동읍,도시대기,0.002,0.9,0.002,0.03,130,104,304
경기,백암면,도시대기,0.001,1,0.005,0.015,99,34,254
경기,설성면,교외대기,0,0.5,0.007,0.008,102,87,301
경기,창전동,도시대기,0.002,0.9,0.005,0.022,140,116,309
경기,장호원읍,도시대기,0.003,0.6,0.003,0.012,73,56,269
경기,부발읍,도시대기,0.003,0.9,0.003,0.018,89,75,306
경기,선단동,도시대기,0.004,1,0.003,0.02,125,95,303
경기,일동면,도시대기,0.003,0.8,0.01,0.01,96,83,289
경기,사우동,도시대기,0.008,1,0.003,0.048,138,113,307
경기,월곶면,도시대기,0.002,0.7,0.005,0.018,115,82,301
경기,한강신도시,도시대기,0.002,0.8,0.006,0.024,144,111,310
경기,한강로,도로변대기,0.002,1,0.002,0.033,150,113,307
경기,당동,도시대기,0.002,1,0.002,0.046,115,79,302
경기,산본동,도시대기,0.002,0.7,0.003,0.041,121,81,289
경기,오산동,도시대기,0.003,0.8,0.004,0.039,145,112,309
경기,금암로(신장동),도로변대기,0.003,0.9,0.002,0.035,138,87,302
경기,신장동,도시대기,0.003,0.7,0.006,0.045,123,89,292
경기,미사,도시대기,0.002,0.7,0.023,0.019,117,62,216
경기,남양읍,도시대기,0.003,1,0.003,0.035,132,113,305
경기,향남읍,도시대기,0.002,0.7,0.006,0.03,159,134,313
