운영형태,관리기관명,주차장명,주차장관리번호,소재지도로명주소,주차장구분,주차장유형,주차구획수,위도,경도,교차로
민간위탁,부산광역시 서구청,부민동제4노상공영주차장,2007001271,서구 부민동 66-1,공영,노상,22,35.10426895,129.0173178,486
민간위탁,부산광역시 서구청,아미초등학교지하공영주차장,2010000002,서구 해돋이로 241 ,공영,노외,76,35.0915398,129.0200505,233
민간위탁,부산광역시 서구청,부민동제2노외공영주차장,2011000001,서구 임시수도기념로 37 ,공영,노외,30,35.1033354,129.0192467,540
민간위탁,부산광역시 중구청,용두산 노외공영주차장,2007011162,중구 대청로 120 ,공영,노외,292,35.1035461,129.0275611,827
민간위탁,부산광역시 중구청,광복로 부평동구간 노상공영주차장,2007001308,중구 광복로 13,공영,노상,17,35.0993368,129.0273587,723
민간위탁,부산광역시 중구청,동주여고 앞 노상공영주차장,2007001069,중구 광복중앙로 22-1 ,공영,노상,27,35.1006059,129.0313464,699
민간위탁,부산광역시 중구청,보수 노외공영주차장,2007011099,중구 중구로75번길 25,공영,노외,34,35.1039031,129.0277354,836
민간위탁,부산광역시 중구청,자갈치시장 앞 노상공영주차장,2009000004,중구 자갈치해안로 52 ,공영,노상,30,35.0973146,129.033686,585
민간위탁,부산광역시 중구청,보수종합시장 노외공영주차장,2012000001,중구 보수대로106번길 27 ,공영,노외,10,35.1040394,129.0226627,658
민간위탁,부산광역시 중구청,신한은행 부산금융센터 뒤 노상공영주차장,2007001320,중구 해관로 7,공영,노상,13,35.1007705,129.0359646,510
민간위탁,부산광역시 중구청,중앙동 노외공영주차장,2009000002,중구 대청로135번길 36 ,공영,노외,29,35.1042289,129.03481,593
민간운영,부산광역시 기장군청,1구역 2소,2008000002,기장군 기장읍 280-2,공영,노상,12,35.2221405,129.2069469,19
민간운영,부산광역시 기장군청,1구역 3소,2008000003,기장군 기장읍 444-1,공영,노상,13,35.2221405,129.2069469,19
민간운영,부산광역시 기장군청,3구역 1소,2008000006,기장군 기장읍 418-12,공영,노상,24,35.2221405,129.2069469,19
시설관리공단위탁,부산광역시 기장군청,기장시장 공영주차장,2018000001,기장군 읍내로94번길 9 ,공영,노외,216,35.2441737,129.2144709,341
