운영기관,충전소,충전기ID,충전기타입,지역,시군구,행정동,주소,이용가능시간,이용자 제한,충전용량,비고
에버온,부산북구 만덕그린코아203동,2,AC완속,부산광역시 ,북구 ,만덕동,부산광역시 북구 덕천로234번길 47203동 신설주차장 2층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산북구 만덕그린코아203동,3,AC완속,부산광역시 ,북구 ,만덕동,부산광역시 북구 덕천로234번길 47203동 신설주차장 2층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산북구 만덕그린코아203동,4,AC완속,부산광역시 ,북구 ,만덕동,부산광역시 북구 덕천로234번길 47203동 신설주차장 2층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산북구 만덕그린코아502동,1,AC완속,부산광역시 ,북구 ,만덕동,부산광역시 북구 덕천로234번길 47502동앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산북구 만덕그린코아502동,2,AC완속,부산광역시 ,북구 ,만덕동,부산광역시 북구 덕천로234번길 47502동앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산북구 만덕그린코아502동,3,AC완속,부산광역시 ,북구 ,만덕동,부산광역시 북구 덕천로234번길 47502동앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산북구 만덕그린코아502동,4,AC완속,부산광역시 ,북구 ,만덕동,부산광역시 북구 덕천로234번길 47502동앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산북구_화명동롯데캐슬멤버스,1,AC완속,부산광역시 ,북구 ,화명동,"부산광역시 북구 금곡대로 240103동 지하2층 55, 57 기둥","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산북구_화명동롯데캐슬멤버스,2,AC완속,부산광역시 ,북구 ,화명동,"부산광역시 북구 금곡대로 240103동 지하2층 55, 57 기둥","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산북구_화명동롯데캐슬멤버스,3,AC완속,부산광역시 ,북구 ,화명동,"부산광역시 북구 금곡대로 240103동 지하2층 55, 57 기둥","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산북구_화명동롯데캐슬멤버스,4,AC완속,부산광역시 ,북구 ,화명동,"부산광역시 북구 금곡대로 240103동 지하2층 55, 57 기둥","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산북구_화명동롯데캐슬멤버스,5,AC완속,부산광역시 ,북구 ,화명동,"부산광역시 북구 금곡대로 240103동 지하2층 55, 57 기둥","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산북구_화명동롯데캐슬멤버스,6,AC완속,부산광역시 ,북구 ,화명동,"부산광역시 북구 금곡대로 240103동 지하2층 55, 57 기둥","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산사상 감전엘에이치1,1,AC완속,부산광역시 ,사상구 ,감전동,부산광역시 사상구 백양대로 539(961 감전엘에이치아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 감전엘에이치1,2,AC완속,부산광역시 ,사상구 ,감전동,부산광역시 사상구 백양대로 539(961 감전엘에이치아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 감전엘에이치1,3,AC완속,부산광역시 ,사상구 ,감전동,부산광역시 사상구 백양대로 539(961 감전엘에이치아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 감전엘에이치2,1,AC완속,부산광역시 ,사상구 ,감전동,부산광역시 사상구 백양대로 539(961 감전엘에이치아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 감전엘에이치2,2,AC완속,부산광역시 ,사상구 ,감전동,부산광역시 사상구 백양대로 539(961 감전엘에이치아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 감전엘에이치2,3,AC완속,부산광역시 ,사상구 ,감전동,부산광역시 사상구 백양대로 539(961 감전엘에이치아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 감전엘에이치2,4,AC완속,부산광역시 ,사상구 ,감전동,부산광역시 사상구 백양대로 539(961 감전엘에이치아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 감전엘에이치2,5,AC완속,부산광역시 ,사상구 ,감전동,부산광역시 사상구 백양대로 539(961 감전엘에이치아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 감전엘에이치2,6,AC완속,부산광역시 ,사상구 ,감전동,부산광역시 사상구 백양대로 539(961 감전엘에이치아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 엄궁삼성타워,1,AC완속,부산광역시 ,사상구 ,엄궁동,부산광역시 사상구 대동로64번길 40(1-10 삼성타워아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 엄궁삼성타워,2,AC완속,부산광역시 ,사상구 ,엄궁동,부산광역시 사상구 대동로64번길 40(1-10 삼성타워아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 엄궁삼성타워,3,AC완속,부산광역시 ,사상구 ,엄궁동,부산광역시 사상구 대동로64번길 40(1-10 삼성타워아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 엄궁한신1차,1,AC완속,부산광역시 ,사상구 ,엄궁동,부산광역시 사상구 낙동대로 712-17(183 엄궁한신1차아파트),24시간 이용가능,,7kW,
에버온,부산사상 엄궁한신1차,2,AC완속,부산광역시 ,사상구 ,엄궁동,부산광역시 사상구 낙동대로 712-17(183 엄궁한신1차아파트),24시간 이용가능,,7kW,
에버온,부산사상 엄궁한신1차,3,AC완속,부산광역시 ,사상구 ,엄궁동,부산광역시 사상구 낙동대로 712-17(183 엄궁한신1차아파트),24시간 이용가능,,7kW,
에버온,부산사상 엄궁한신1차아파트,1,AC완속,부산광역시 ,사상구 ,엄궁동,부산광역시 사상구 낙동대로 712-17102동 지하3층 7번기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산사상 엄궁한신1차아파트,2,AC완속,부산광역시 ,사상구 ,엄궁동,부산광역시 사상구 낙동대로 712-17102동 지하3층 7번기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산사상 오양힐타운아파트,1,AC완속,부산광역시 ,사상구 ,덕포동,부산광역시 사상구 덕상로 8-35(51 오양힐타운),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 오양힐타운아파트,2,AC완속,부산광역시 ,사상구 ,덕포동,부산광역시 사상구 덕상로 8-35(51 오양힐타운),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 오양힐타운아파트,3,AC완속,부산광역시 ,사상구 ,덕포동,부산광역시 사상구 덕상로 8-35(51 오양힐타운),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 오양힐타운아파트,4,AC완속,부산광역시 ,사상구 ,덕포동,부산광역시 사상구 덕상로 8-35(51 오양힐타운),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 오양힐타운아파트,5,AC완속,부산광역시 ,사상구 ,덕포동,부산광역시 사상구 덕상로 8-35(51 오양힐타운),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 주례한일유앤아이아파트,1,AC완속,부산광역시 ,사상구 ,주례동,부산광역시 사상구 백양대로 372-15(239 주례한일유앤아이아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 주례한일유앤아이아파트,2,AC완속,부산광역시 ,사상구 ,주례동,부산광역시 사상구 백양대로 372-15(239 주례한일유앤아이아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 주례한일유앤아이아파트,3,AC완속,부산광역시 ,사상구 ,주례동,부산광역시 사상구 백양대로 372-15(239 주례한일유앤아이아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 주례한일유앤아이아파트,4,AC완속,부산광역시 ,사상구 ,주례동,부산광역시 사상구 백양대로 372-15(239 주례한일유앤아이아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 주례한일유앤아이아파트,5,AC완속,부산광역시 ,사상구 ,주례동,부산광역시 사상구 백양대로 372-15(239 주례한일유앤아이아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 주례한일유앤아이아파트,6,AC완속,부산광역시 ,사상구 ,주례동,부산광역시 사상구 백양대로 372-15(239 주례한일유앤아이아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 주례한일유앤아이아파트,7,AC완속,부산광역시 ,사상구 ,주례동,부산광역시 사상구 백양대로 372-15(239 주례한일유앤아이아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 주례한일유앤아이아파트,8,AC완속,부산광역시 ,사상구 ,주례동,부산광역시 사상구 백양대로 372-15(239 주례한일유앤아이아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 주례한일유앤아이아파트,9,AC완속,부산광역시 ,사상구 ,주례동,부산광역시 사상구 백양대로 372-15(239 주례한일유앤아이아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사상 주례한일유앤아이아파트,10,AC완속,부산광역시 ,사상구 ,주례동,부산광역시 사상구 백양대로 372-15(239 주례한일유앤아이아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,1,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,2,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,3,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,4,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,5,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,6,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,7,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,8,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,9,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,10,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 신익강변타운아파트,11,AC완속,부산광역시 ,사하구 ,신평동,부산광역시 사하구 하신중앙로 180(408 신익강변타운아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 장림역베스티움2차,1,AC완속,부산광역시 ,사하구 ,장림동,부산광역시 사하구 장림번영로 76(장림역 베스티움2차),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 장림역베스티움2차,2,AC완속,부산광역시 ,사하구 ,장림동,부산광역시 사하구 장림번영로 76(장림역 베스티움2차),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산사하 장림역베스티움2차,3,AC완속,부산광역시 ,사하구 ,장림동,부산광역시 사하구 장림번영로 76(장림역 베스티움2차),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산서구 경동리인타워 102동,1,AC완속,부산광역시 ,서구 ,토성동,부산광역시 서구 보수대로 27102동지하7층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산서구 경동리인타워 102동,2,AC완속,부산광역시 ,서구 ,토성동,부산광역시 서구 보수대로 27102동지하7층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산서구 경동리인타워 102동,3,AC완속,부산광역시 ,서구 ,토성동,부산광역시 서구 보수대로 27102동지하7층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산서구 경동리인타워 102동,4,AC완속,부산광역시 ,서구 ,토성동,부산광역시 서구 보수대로 27102동지하7층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산서구 경동리인타워 102동,5,AC완속,부산광역시 ,서구 ,토성동,부산광역시 서구 보수대로 27102동지하7층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산서구 경동리인타워 102동,6,AC완속,부산광역시 ,서구 ,토성동,부산광역시 서구 보수대로 27102동지하7층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산서구 경동리인타워 102동,7,AC완속,부산광역시 ,서구 ,토성동,부산광역시 서구 보수대로 27102동지하7층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산서구 부민e-편한세상아파트105동,1,AC완속,부산광역시 ,서구 ,부민동,부산광역시 서구 해돋이로 313(이 편한세상),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산서구 부민e-편한세상아파트105동,2,AC완속,부산광역시 ,서구 ,부민동,부산광역시 서구 해돋이로 313(이 편한세상),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산서구 부민e-편한세상아파트105동,3,AC완속,부산광역시 ,서구 ,부민동,부산광역시 서구 해돋이로 313(이 편한세상),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산서구 부민e-편한세상아파트108동,1,AC완속,부산광역시 ,서구 ,부민동,부산광역시 서구 해돋이로 313(이 편한세상),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산서구 부민e-편한세상아파트108동,2,AC완속,부산광역시 ,서구 ,부민동,부산광역시 서구 해돋이로 313(이 편한세상),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산서구 송도혜성비치타운,1,AC완속,부산광역시 ,서구 ,암남동,부산광역시 서구 암남공원로 52(604-2 송도혜성비치타운),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산서구 송도혜성비치타운,2,AC완속,부산광역시 ,서구 ,암남동,부산광역시 서구 암남공원로 52(604-2 송도혜성비치타운),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영 e편한세상광안비치아파트,1,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 민락수변로7번길 60(e편한세상 광안비치),24시간 이용가능 (외부인 이용불가),외부인 사용불가,7kW,
에버온,부산수영 e편한세상광안비치아파트,2,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 민락수변로7번길 60(e편한세상 광안비치),24시간 이용가능 (외부인 이용불가),,7kW,
에버온,부산수영 e편한세상광안비치아파트,3,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 민락수변로7번길 60(e편한세상 광안비치),24시간 이용가능 (외부인 이용불가),외부인 사용불가,7kW,
에버온,부산수영 e편한세상광안비치아파트,4,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 민락수변로7번길 60(e편한세상 광안비치),24시간 이용가능 (외부인 이용불가),외부인 사용불가,7kW,
에버온,부산수영 e편한세상광안비치아파트,5,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 민락수변로7번길 60(e편한세상 광안비치),24시간 이용가능 (외부인 이용불가),외부인 사용불가,7kW,
에버온,부산수영 광안더샵아파트,1,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 수영로 506지하1층 01~02기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영 광안더샵아파트,2,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 수영로 506지하1층 01~02기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영 광안더샵아파트,3,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 수영로 506지하1층 01~02기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영 광안더샵아파트,4,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 수영로 506지하1층 01~02기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영 비치그린아파트,1,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 광일로 49지하2층 15B분전반 맞은편 공조실앞,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영 비치그린아파트,2,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 광일로 49지하2층 15B분전반 맞은편 공조실앞,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영 비치그린아파트,3,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 광일로 49지하2층 15B분전반 맞은편 공조실앞,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영 비치그린아파트,4,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 광일로 49지하2층 15B분전반 맞은편 공조실앞,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영 비치그린아파트,5,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 광일로 49지하2층 15B분전반 맞은편 공조실앞,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영 오션브릿지관리단,1,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 광안해변로278번길 42(181-154 오션브릿지),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영 오션브릿지관리단,2,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 광안해변로278번길 42(181-154 오션브릿지),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영 오션브릿지관리단,3,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 광안해변로278번길 42(181-154 오션브릿지),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영_광안SK뷰아파트103동,1,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 광안로 12103동 지하4층 C16~17 기둥 4대,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_광안SK뷰아파트103동,2,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 광안로 12103동 지하4층 C16~17 기둥 4대,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_광안SK뷰아파트103동,3,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 광안로 12103동 지하4층 C16~17 기둥 4대,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_광안SK뷰아파트103동,4,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 광안로 12103동 지하4층 C16~17 기둥 4대,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_광안SK뷰아파트105동,1,AC완속,부산광역시 ,수영구 ,광안동,"부산광역시 수영구 광안로 12105동 지하4층 A18~19기둥, B03 기둥  6대","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_광안SK뷰아파트105동,2,AC완속,부산광역시 ,수영구 ,광안동,"부산광역시 수영구 광안로 12105동 지하4층 A18~19기둥, B03 기둥  6대","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_광안SK뷰아파트105동,3,AC완속,부산광역시 ,수영구 ,광안동,"부산광역시 수영구 광안로 12105동 지하4층 A18~19기둥, B03 기둥  6대","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_광안SK뷰아파트105동,4,AC완속,부산광역시 ,수영구 ,광안동,"부산광역시 수영구 광안로 12105동 지하4층 A18~19기둥, B03 기둥  6대","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_광안SK뷰아파트105동,5,AC완속,부산광역시 ,수영구 ,광안동,"부산광역시 수영구 광안로 12105동 지하4층 A18~19기둥, B03 기둥  6대","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_광안SK뷰아파트105동,6,AC완속,부산광역시 ,수영구 ,광안동,"부산광역시 수영구 광안로 12105동 지하4층 A18~19기둥, B03 기둥  6대","24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_센텀비스타동원아파트101동,1,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 수영로 754101동 지하1층 A25 기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_센텀비스타동원아파트101동,2,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 수영로 754101동 지하1층 A25 기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_센텀비스타동원아파트101동,3,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 수영로 754101동 지하1층 A25 기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_센텀비스타동원아파트104동,1,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 수영로 754104동 지하1층 C46 기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_센텀비스타동원아파트104동,2,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 수영로 754104동 지하1층 C46 기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_센텀비스타동원아파트104동,3,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 수영로 754104동 지하1층 C46 기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_센텀비스타동원아파트104동,4,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 수영로 754104동 지하1층 C46 기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_센텀비스타동원아파트105동,1,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 수영로 754105동 지하1층 D34 기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_센텀비스타동원아파트105동,2,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 수영로 754105동 지하1층 D34 기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영_센텀비스타동원아파트105동,3,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 수영로 754105동 지하1층 D34 기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,
에버온,부산수영구 광안동삼정그린코아 101동,1,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 수영로540번길 57(172-1 광안동삼정그린코아아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 광안동삼정그린코아 101동,2,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 수영로540번길 57(172-1 광안동삼정그린코아아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 광안동삼정그린코아 101동,3,AC완속,부산광역시 ,수영구 ,광안동,부산광역시 수영구 수영로540번길 57(172-1 광안동삼정그린코아아파트),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 남천코오롱하늘채골든비치 109동,1,AC완속,부산광역시 ,수영구 ,남천동,부산광역시 수영구 남천동로 41(하늘채 골든비치),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 남천코오롱하늘채골든비치 109동,2,AC완속,부산광역시 ,수영구 ,남천동,부산광역시 수영구 남천동로 41(하늘채 골든비치),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 남천코오롱하늘채골든비치 109동,3,AC완속,부산광역시 ,수영구 ,남천동,부산광역시 수영구 남천동로 41(하늘채 골든비치),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 남천코오롱하늘채골든비치 109동,4,AC완속,부산광역시 ,수영구 ,남천동,부산광역시 수영구 남천동로 41(하늘채 골든비치),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 남천코오롱하늘채골든비치 109동,5,AC완속,부산광역시 ,수영구 ,남천동,부산광역시 수영구 남천동로 41(하늘채 골든비치),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 남천코오롱하늘채골든비치 112동,1,AC완속,부산광역시 ,수영구 ,남천동,부산광역시 수영구 남천동로 41(하늘채 골든비치),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 남천코오롱하늘채골든비치 112동,2,AC완속,부산광역시 ,수영구 ,남천동,부산광역시 수영구 남천동로 41(하늘채 골든비치),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 남천코오롱하늘채골든비치 112동,3,AC완속,부산광역시 ,수영구 ,남천동,부산광역시 수영구 남천동로 41(하늘채 골든비치),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 남천코오롱하늘채골든비치 112동,4,AC완속,부산광역시 ,수영구 ,남천동,부산광역시 수영구 남천동로 41(하늘채 골든비치),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 남천코오롱하늘채골든비치 112동,5,AC완속,부산광역시 ,수영구 ,남천동,부산광역시 수영구 남천동로 41(하늘채 골든비치),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 센텀수영강변2차e-편한세상,1,AC완속,부산광역시 ,수영구 ,망미동,부산광역시 수영구 좌수영로 204(1128 센텀수영강변2차e-편한세상),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 센텀수영강변2차e-편한세상,2,AC완속,부산광역시 ,수영구 ,망미동,부산광역시 수영구 좌수영로 204(1128 센텀수영강변2차e-편한세상),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 센텀수영강변2차e-편한세상,3,AC완속,부산광역시 ,수영구 ,망미동,부산광역시 수영구 좌수영로 204(1128 센텀수영강변2차e-편한세상),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 센텀수영강변2차e-편한세상,4,AC완속,부산광역시 ,수영구 ,망미동,부산광역시 수영구 좌수영로 204(1128 센텀수영강변2차e-편한세상),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산수영구 센텀수영강변2차e-편한세상,5,AC완속,부산광역시 ,수영구 ,망미동,부산광역시 수영구 좌수영로 204(1128 센텀수영강변2차e-편한세상),24시간 이용가능,외부인 사용불가,7kW,
에버온,부산연제 거제1차현대홈타운 116동,1,AC완속,부산광역시 ,연제구 ,거제동,부산광역시 연제구 법원북로 34116동 지하3층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
에버온,부산연제 거제1차현대홈타운 116동,2,AC완속,부산광역시 ,연제구 ,거제동,부산광역시 연제구 법원북로 34116동 지하3층,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,
